Date,Time,NO2(GT),PT08.S4(NO2),Temperature (C),Relative Humidity,Absolute Humidity,Datetime
2004-10-14,06:00:00,71.74251497005989,1189.0,15.2,55.9,0.9589,2004-10-14 06:00:00
2004-10-14,07:00:00,94.70958083832335,1465.0,15.3,56.3,0.9684,2004-10-14 07:00:00
2004-10-14,08:00:00,121.26829268292683,1520.0,15.6,55.4,0.9725,2004-10-14 08:00:00
2004-10-14,09:00:00,130.87687687687688,1386.0,16.3,53.3,0.9809,2004-10-14 09:00:00
2004-10-14,10:00:00,133.67857142857142,1359.0,20.4,42.2,0.9964,2004-10-14 10:00:00
2004-10-14,11:00:00,130.4131736526946,1369.0,21.9,39.4,1.0234,2004-10-14 11:00:00
2004-10-14,12:00:00,124.45671641791044,1442.0,21.5,41.2,1.0399,2004-10-14 12:00:00
2004-10-14,13:00:00,119.31231231231232,1446.0,22.2,41.4,1.097,2004-10-14 13:00:00
2004-10-14,14:00:00,116.46846846846847,1530.0,21.0,46.8,1.1508,2004-10-14 14:00:00
2004-10-14,15:00:00,117.19161676646706,1537.0,21.9,44.9,1.1635,2004-10-14 15:00:00
2004-10-14,16:00:00,123.31044776119403,1507.0,21.5,46.7,1.1837,2004-10-14 16:00:00
2004-10-14,17:00:00,135.8041543026706,1616.0,19.7,56.6,1.2811,2004-10-14 17:00:00
2004-10-14,18:00:00,145.91964285714286,1682.0,18.8,60.8,1.3036,2004-10-14 18:00:00
2004-10-14,19:00:00,150.0919881305638,1907.0,19.3,59.6,1.3195,2004-10-14 19:00:00
2004-10-14,20:00:00,145.1186943620178,1804.0,17.6,69.2,1.3803,2004-10-14 20:00:00
2004-10-14,21:00:00,130.91071428571428,1479.0,16.4,77.1,1.4243,2004-10-14 21:00:00
2004-10-14,22:00:00,115.0955223880597,1393.0,16.6,77.3,1.4491,2004-10-14 22:00:00
2004-10-14,23:00:00,108.07164179104478,1363.0,15.9,78.1,1.4039,2004-10-14 23:00:00
2004-10-15,00:00:00,103.32142857142857,1473.0,15.1,82.3,1.4009,2004-10-15 00:00:00
2004-10-15,01:00:00,90.50299401197604,1345.0,14.8,83.8,1.4005,2004-10-15 01:00:00
2004-10-15,02:00:00,75.4367469879518,1289.0,14.4,84.6,1.3794,2004-10-15 02:00:00
2004-10-15,03:00:00,80.11538461538461,1241.0,15.8,77.6,1.3792,2004-10-15 03:00:00
2004-10-15,04:00:00,58.62048192771084,1259.0,15.2,79.4,1.3605,2004-10-15 04:00:00
2004-10-15,05:00:00,59.612612612612615,1312.0,14.8,81.9,1.3735,2004-10-15 05:00:00
2004-10-15,06:00:00,71.74251497005989,1562.0,14.6,82.9,1.3706,2004-10-15 06:00:00
2004-10-15,07:00:00,94.70958083832335,1878.0,14.8,80.4,1.3428,2004-10-15 07:00:00
2004-10-15,08:00:00,121.26829268292683,1942.0,15.6,77.1,1.3527,2004-10-15 08:00:00
2004-10-15,09:00:00,130.87687687687688,1941.0,17.3,70.9,1.3876,2004-10-15 09:00:00
2004-10-15,10:00:00,133.67857142857142,1760.0,22.2,51.3,1.3543,2004-10-15 10:00:00
2004-10-15,11:00:00,130.4131736526946,1659.0,24.4,43.9,1.3184,2004-10-15 11:00:00
2004-10-15,12:00:00,124.45671641791044,1676.0,22.7,47.6,1.2989,2004-10-15 12:00:00
2004-10-15,13:00:00,119.31231231231232,1861.0,20.5,61.5,1.4673,2004-10-15 13:00:00
2004-10-15,14:00:00,116.46846846846847,1548.0,23.3,40.4,1.1421,2004-10-15 14:00:00
2004-10-15,15:00:00,117.19161676646706,1689.0,23.2,39.9,1.1172,2004-10-15 15:00:00
2004-10-15,16:00:00,123.31044776119403,1881.0,21.5,44.5,1.129,2004-10-15 16:00:00
2004-10-15,17:00:00,135.8041543026706,1938.0,20.9,48.5,1.1878,2004-10-15 17:00:00
2004-10-15,18:00:00,145.91964285714286,1875.0,19.8,53.1,1.216,2004-10-15 18:00:00
2004-10-15,19:00:00,150.0919881305638,1593.0,20.1,53.6,1.2477,2004-10-15 19:00:00
2004-10-15,20:00:00,145.1186943620178,1523.0,19.6,56.0,1.2623,2004-10-15 20:00:00
2004-10-15,21:00:00,130.91071428571428,1357.0,18.6,60.4,1.2817,2004-10-15 21:00:00
2004-10-15,22:00:00,115.0955223880597,1390.0,14.5,78.3,1.288,2004-10-15 22:00:00
2004-10-15,23:00:00,108.07164179104478,1311.0,16.3,70.5,1.2921,2004-10-15 23:00:00
2004-10-16,00:00:00,103.32142857142857,1394.0,14.1,83.8,1.346,2004-10-16 00:00:00
2004-10-16,01:00:00,90.50299401197604,1326.0,14.5,81.3,1.3399,2004-10-16 01:00:00
2004-10-16,02:00:00,75.4367469879518,1249.0,14.7,80.7,1.3414,2004-10-16 02:00:00
2004-10-16,03:00:00,80.11538461538461,1287.0,14.5,82.1,1.3493,2004-10-16 03:00:00
2004-10-16,04:00:00,58.62048192771084,1278.0,15.0,78.4,1.3333,2004-10-16 04:00:00
2004-10-16,05:00:00,59.612612612612615,1325.0,14.5,80.5,1.3221,2004-10-16 05:00:00
2004-10-16,06:00:00,71.74251497005989,1389.0,14.6,79.0,1.3082,2004-10-16 06:00:00
2004-10-16,07:00:00,94.70958083832335,1446.0,15.0,74.8,1.2672,2004-10-16 07:00:00
2004-10-16,08:00:00,121.26829268292683,1569.0,15.9,70.4,1.2658,2004-10-16 08:00:00
2004-10-16,09:00:00,130.87687687687688,1454.0,17.4,62.3,1.2282,2004-10-16 09:00:00
2004-10-16,10:00:00,133.67857142857142,1413.0,21.3,42.9,1.0727,2004-10-16 10:00:00
2004-10-16,11:00:00,130.4131736526946,1342.0,22.0,38.9,1.0154,2004-10-16 11:00:00
2004-10-16,12:00:00,124.45671641791044,1275.0,20.3,41.3,0.9745,2004-10-16 12:00:00
2004-10-16,13:00:00,119.31231231231232,1354.0,20.2,45.6,1.0663,2004-10-16 13:00:00
2004-10-16,14:00:00,116.46846846846847,1162.0,20.8,37.4,0.9107,2004-10-16 14:00:00
2004-10-16,15:00:00,117.19161676646706,1234.0,21.6,35.9,0.9164,2004-10-16 15:00:00
2004-10-16,16:00:00,123.31044776119403,1320.0,22.0,35.7,0.9329,2004-10-16 16:00:00
2004-10-16,17:00:00,135.8041543026706,1332.0,19.9,42.0,0.9665,2004-10-16 17:00:00
2004-10-16,18:00:00,145.91964285714286,1534.0,19.2,46.3,1.0158,2004-10-16 18:00:00
2004-10-16,19:00:00,150.0919881305638,1417.0,17.9,56.9,1.1545,2004-10-16 19:00:00
2004-10-16,20:00:00,145.1186943620178,1397.0,14.7,75.5,1.2554,2004-10-16 20:00:00
2004-10-16,21:00:00,130.91071428571428,1377.0,15.1,78.9,1.3409,2004-10-16 21:00:00
2004-10-16,22:00:00,115.0955223880597,1303.0,17.2,66.7,1.2987,2004-10-16 22:00:00
2004-10-16,23:00:00,108.07164179104478,1284.0,15.4,73.2,1.2755,2004-10-16 23:00:00
2004-10-17,00:00:00,103.32142857142857,1228.0,16.5,68.5,1.2753,2004-10-17 00:00:00
2004-10-17,01:00:00,90.50299401197604,1259.0,16.4,70.3,1.3031,2004-10-17 01:00:00
2004-10-17,02:00:00,75.4367469879518,1307.0,15.4,78.1,1.3557,2004-10-17 02:00:00
2004-10-17,03:00:00,80.11538461538461,1309.0,15.8,75.5,1.3436,2004-10-17 03:00:00
2004-10-17,04:00:00,58.62048192771084,1227.0,16.0,69.5,1.2549,2004-10-17 04:00:00
2004-10-17,05:00:00,59.612612612612615,1179.0,15.0,71.0,1.2032,2004-10-17 05:00:00
2004-10-17,06:00:00,71.74251497005989,1214.0,13.9,75.2,1.1884,2004-10-17 06:00:00
2004-10-17,07:00:00,94.70958083832335,1171.0,15.9,62.1,1.1103,2004-10-17 07:00:00
2004-10-17,08:00:00,121.26829268292683,1296.0,15.9,61.0,1.0911,2004-10-17 08:00:00
2004-10-17,09:00:00,130.87687687687688,1315.0,17.1,58.7,1.1332,2004-10-17 09:00:00
2004-10-17,10:00:00,133.67857142857142,1351.0,19.2,51.9,1.1404,2004-10-17 10:00:00
2004-10-17,11:00:00,130.4131736526946,1302.0,21.5,42.6,1.0798,2004-10-17 11:00:00
2004-10-17,12:00:00,124.45671641791044,1305.0,21.6,39.9,1.0156,2004-10-17 12:00:00
2004-10-17,13:00:00,119.31231231231232,1478.0,21.6,40.4,1.0309,2004-10-17 13:00:00
2004-10-17,14:00:00,116.46846846846847,1473.0,22.0,37.3,0.9768,2004-10-17 14:00:00
2004-10-17,15:00:00,117.19161676646706,1179.0,22.1,35.2,0.9253,2004-10-17 15:00:00
2004-10-17,16:00:00,123.31044776119403,1212.0,22.4,36.0,0.9621,2004-10-17 16:00:00
2004-10-17,17:00:00,135.8041543026706,1495.0,20.9,40.3,0.9866,2004-10-17 17:00:00
2004-10-17,18:00:00,145.91964285714286,1429.0,19.8,41.5,0.9489,2004-10-17 18:00:00
2004-10-17,19:00:00,150.0919881305638,1457.0,18.2,46.0,0.9538,2004-10-17 19:00:00
2004-10-17,20:00:00,145.1186943620178,1348.0,17.3,50.3,0.9837,2004-10-17 20:00:00
2004-10-17,21:00:00,130.91071428571428,1361.0,15.8,57.6,1.0271,2004-10-17 21:00:00
2004-10-17,22:00:00,115.0955223880597,1321.0,15.5,59.7,1.0413,2004-10-17 22:00:00
2004-10-17,23:00:00,108.07164179104478,1344.0,15.5,60.6,1.0574,2004-10-17 23:00:00
2004-10-18,00:00:00,103.32142857142857,1252.0,15.8,59.9,1.0676,2004-10-18 00:00:00
2004-10-18,01:00:00,90.50299401197604,1247.0,14.8,64.3,1.073,2004-10-18 01:00:00
2004-10-18,02:00:00,75.4367469879518,1177.0,14.8,64.7,1.0788,2004-10-18 02:00:00
2004-10-18,03:00:00,80.11538461538461,1158.0,13.8,67.6,1.0581,2004-10-18 03:00:00
2004-10-18,04:00:00,58.62048192771084,1167.0,14.5,65.0,1.0672,2004-10-18 04:00:00
2004-10-18,05:00:00,59.612612612612615,1207.0,14.0,67.4,1.0703,2004-10-18 05:00:00
2004-10-18,06:00:00,71.74251497005989,1425.0,12.6,73.6,1.0699,2004-10-18 06:00:00
2004-10-18,07:00:00,94.70958083832335,1741.0,13.3,70.4,1.0711,2004-10-18 07:00:00
2004-10-18,08:00:00,121.26829268292683,1884.0,14.4,65.8,1.0773,2004-10-18 08:00:00
2004-10-18,09:00:00,130.87687687687688,1565.0,16.8,57.8,1.0947,2004-10-18 09:00:00
2004-10-18,10:00:00,133.67857142857142,1521.0,19.7,49.3,1.1199,2004-10-18 10:00:00
2004-10-18,11:00:00,130.4131736526946,1664.0,21.1,47.2,1.1659,2004-10-18 11:00:00
2004-10-18,12:00:00,124.45671641791044,1641.0,22.2,43.2,1.1427,2004-10-18 12:00:00
2004-10-18,13:00:00,119.31231231231232,1797.0,21.4,47.2,1.1927,2004-10-18 13:00:00
2004-10-18,14:00:00,116.46846846846847,1763.0,19.9,55.4,1.2702,2004-10-18 14:00:00
2004-10-18,15:00:00,117.19161676646706,1862.0,20.3,54.0,1.2744,2004-10-18 15:00:00
2004-10-18,16:00:00,123.31044776119403,1883.0,20.0,56.5,1.3051,2004-10-18 16:00:00
2004-10-18,17:00:00,135.8041543026706,2287.0,19.7,57.8,1.3138,2004-10-18 17:00:00
2004-10-18,18:00:00,145.91964285714286,2357.0,19.3,59.0,1.3077,2004-10-18 18:00:00
2004-10-18,19:00:00,150.0919881305638,2161.0,18.5,60.3,1.2706,2004-10-18 19:00:00
2004-10-18,20:00:00,145.1186943620178,2080.0,17.8,66.3,1.341,2004-10-18 20:00:00
2004-10-18,21:00:00,130.91071428571428,1606.0,17.6,65.9,1.3175,2004-10-18 21:00:00
2004-10-18,22:00:00,115.0955223880597,1409.0,17.5,63.5,1.2622,2004-10-18 22:00:00
2004-10-18,23:00:00,108.07164179104478,1380.0,16.5,67.2,1.2491,2004-10-18 23:00:00
2004-10-19,00:00:00,103.32142857142857,1371.0,16.2,69.1,1.259,2004-10-19 00:00:00
2004-10-19,01:00:00,90.50299401197604,1414.0,14.9,74.7,1.2564,2004-10-19 01:00:00
2004-10-19,02:00:00,75.4367469879518,1354.0,14.1,76.7,1.2273,2004-10-19 02:00:00
2004-10-19,03:00:00,80.11538461538461,1303.0,14.0,76.6,1.2202,2004-10-19 03:00:00
2004-10-19,04:00:00,58.62048192771084,1323.0,14.9,73.8,1.24,2004-10-19 04:00:00
2004-10-19,05:00:00,59.612612612612615,1383.0,15.2,73.1,1.257,2004-10-19 05:00:00
2004-10-19,06:00:00,71.74251497005989,1528.0,15.2,73.4,1.2626,2004-10-19 06:00:00
2004-10-19,07:00:00,94.70958083832335,1852.0,15.2,74.7,1.2824,2004-10-19 07:00:00
2004-10-19,08:00:00,121.26829268292683,2316.0,15.8,71.7,1.278,2004-10-19 08:00:00
2004-10-19,09:00:00,130.87687687687688,2074.0,16.6,68.4,1.2829,2004-10-19 09:00:00
2004-10-19,10:00:00,133.67857142857142,1894.0,17.6,64.9,1.2925,2004-10-19 10:00:00
2004-10-19,11:00:00,130.4131736526946,1911.0,18.3,63.8,1.331,2004-10-19 11:00:00
2004-10-19,12:00:00,124.45671641791044,1945.0,19.4,61.1,1.3652,2004-10-19 12:00:00
2004-10-19,13:00:00,119.31231231231232,1760.0,20.9,58.1,1.4193,2004-10-19 13:00:00
2004-10-19,14:00:00,116.46846846846847,1596.0,22.0,54.0,1.4114,2004-10-19 14:00:00
2004-10-19,15:00:00,117.19161676646706,1682.0,22.8,53.0,1.4482,2004-10-19 15:00:00
2004-10-19,16:00:00,123.31044776119403,1671.0,21.7,57.6,1.4756,2004-10-19 16:00:00
2004-10-19,17:00:00,135.8041543026706,1887.0,21.3,60.8,1.5205,2004-10-19 17:00:00
2004-10-19,18:00:00,145.91964285714286,1976.0,21.2,61.7,1.5309,2004-10-19 18:00:00
2004-10-19,19:00:00,150.0919881305638,2017.0,21.2,62.2,1.5473,2004-10-19 19:00:00
2004-10-19,20:00:00,145.1186943620178,2098.0,20.8,65.1,1.5782,2004-10-19 20:00:00
2004-10-19,21:00:00,130.91071428571428,1985.0,19.9,69.0,1.5877,2004-10-19 21:00:00
2004-10-19,22:00:00,115.0955223880597,1851.0,18.8,73.7,1.5785,2004-10-19 22:00:00
2004-10-19,23:00:00,108.07164179104478,1671.0,19.2,71.3,1.5723,2004-10-19 23:00:00
2004-10-20,00:00:00,103.32142857142857,1628.0,19.0,71.6,1.5549,2004-10-20 00:00:00
2004-10-20,01:00:00,90.50299401197604,1520.0,19.5,69.7,1.5596,2004-10-20 01:00:00
2004-10-20,02:00:00,75.4367469879518,1509.0,19.4,70.1,1.5626,2004-10-20 02:00:00
2004-10-20,03:00:00,80.11538461538461,1519.0,18.4,74.5,1.5634,2004-10-20 03:00:00
2004-10-20,04:00:00,58.62048192771084,1508.0,18.7,73.4,1.5701,2004-10-20 04:00:00
2004-10-20,05:00:00,59.612612612612615,1544.0,18.4,74.6,1.5631,2004-10-20 05:00:00
2004-10-20,06:00:00,71.74251497005989,1659.0,18.5,74.4,1.5661,2004-10-20 06:00:00
2004-10-20,07:00:00,94.70958083832335,2043.0,18.8,73.0,1.5737,2004-10-20 07:00:00
2004-10-20,08:00:00,121.26829268292683,2376.0,19.9,69.9,1.6036,2004-10-20 08:00:00
2004-10-20,09:00:00,130.87687687687688,2036.0,21.3,66.1,1.6556,2004-10-20 09:00:00
2004-10-20,10:00:00,133.67857142857142,1965.0,23.0,61.8,1.7135,2004-10-20 10:00:00
2004-10-20,11:00:00,130.4131736526946,2027.0,22.4,64.6,1.7271,2004-10-20 11:00:00
2004-10-20,12:00:00,124.45671641791044,2093.0,23.8,59.9,1.7376,2004-10-20 12:00:00
2004-10-20,13:00:00,119.31231231231232,2094.0,24.7,56.9,1.7472,2004-10-20 13:00:00
2004-10-20,14:00:00,116.46846846846847,2015.0,25.4,55.1,1.761,2004-10-20 14:00:00
2004-10-20,15:00:00,117.19161676646706,1924.0,25.7,54.5,1.7684,2004-10-20 15:00:00
2004-10-20,16:00:00,167.0,2307.0,24.8,57.7,1.7765,2004-10-20 16:00:00
2004-10-20,17:00:00,194.0,2595.0,24.6,58.9,1.8005,2004-10-20 17:00:00
2004-10-20,18:00:00,172.0,2474.0,23.9,61.8,1.8088,2004-10-20 18:00:00
2004-10-20,19:00:00,134.0,2378.0,23.0,65.9,1.8319,2004-10-20 19:00:00
2004-10-20,20:00:00,130.0,2170.0,22.4,67.7,1.8161,2004-10-20 20:00:00
2004-10-20,21:00:00,113.0,1944.0,22.0,69.2,1.8061,2004-10-20 21:00:00
2004-10-20,22:00:00,99.0,1820.0,21.8,69.6,1.79,2004-10-20 22:00:00
2004-10-20,23:00:00,109.0,1877.0,21.9,68.3,1.7699,2004-10-20 23:00:00
2004-10-21,00:00:00,105.0,1957.0,21.7,69.7,1.7872,2004-10-21 00:00:00
2004-10-21,01:00:00,91.0,1765.0,21.3,70.3,1.7574,2004-10-21 01:00:00
2004-10-21,02:00:00,77.0,1570.0,20.8,71.7,1.7415,2004-10-21 02:00:00
2004-10-21,03:00:00,80.11538461538461,1453.0,21.4,69.0,1.7421,2004-10-21 03:00:00
2004-10-21,04:00:00,59.0,1473.0,21.4,69.3,1.7515,2004-10-21 04:00:00
2004-10-21,05:00:00,60.0,1420.0,21.3,69.5,1.7447,2004-10-21 05:00:00
2004-10-21,06:00:00,72.0,1565.0,21.5,67.5,1.708,2004-10-21 06:00:00
2004-10-21,07:00:00,83.0,1791.0,21.9,64.8,1.683,2004-10-21 07:00:00
2004-10-21,08:00:00,104.0,2016.0,22.6,61.4,1.6645,2004-10-21 08:00:00
2004-10-21,09:00:00,119.0,1866.0,22.6,61.5,1.6636,2004-10-21 09:00:00
2004-10-21,10:00:00,105.0,1704.0,25.5,52.3,1.6796,2004-10-21 10:00:00
2004-10-21,11:00:00,91.0,1626.0,27.0,47.6,1.67,2004-10-21 11:00:00
2004-10-21,12:00:00,103.0,1834.0,25.2,53.3,1.6834,2004-10-21 12:00:00
2004-10-21,13:00:00,119.31231231231232,1736.0,26.6,49.3,1.6872,2004-10-21 13:00:00
2004-10-21,14:00:00,111.0,1733.0,27.2,48.5,1.7172,2004-10-21 14:00:00
2004-10-21,15:00:00,101.0,1807.0,26.9,50.0,1.7507,2004-10-21 15:00:00
2004-10-21,16:00:00,102.0,1864.0,26.5,52.2,1.7769,2004-10-21 16:00:00
2004-10-21,17:00:00,101.0,1933.0,27.0,51.0,1.7936,2004-10-21 17:00:00
2004-10-21,18:00:00,118.0,2166.0,25.9,55.8,1.8347,2004-10-21 18:00:00
2004-10-21,19:00:00,120.0,2403.0,25.1,59.4,1.8632,2004-10-21 19:00:00
2004-10-21,20:00:00,107.0,2160.0,24.7,58.7,1.8001,2004-10-21 20:00:00
2004-10-21,21:00:00,104.0,2085.0,23.6,62.2,1.7863,2004-10-21 21:00:00
2004-10-21,22:00:00,91.0,2048.0,22.4,67.1,1.794,2004-10-21 22:00:00
2004-10-21,23:00:00,91.0,1964.0,21.6,69.2,1.763,2004-10-21 23:00:00
2004-10-22,00:00:00,74.0,1655.0,21.3,68.5,1.7164,2004-10-22 00:00:00
2004-10-22,01:00:00,63.0,1474.0,21.2,68.6,1.7046,2004-10-22 01:00:00
2004-10-22,02:00:00,57.0,1423.0,20.3,70.6,1.6659,2004-10-22 02:00:00
2004-10-22,03:00:00,80.11538461538461,1355.0,20.8,67.3,1.6353,2004-10-22 03:00:00
2004-10-22,04:00:00,48.0,1392.0,19.6,71.3,1.612,2004-10-22 04:00:00
2004-10-22,05:00:00,49.0,1435.0,18.7,74.4,1.5861,2004-10-22 05:00:00
2004-10-22,06:00:00,55.0,1435.0,19.8,69.2,1.5808,2004-10-22 06:00:00
2004-10-22,07:00:00,78.0,1912.0,19.8,69.4,1.5859,2004-10-22 07:00:00
2004-10-22,08:00:00,91.0,2158.0,20.4,66.7,1.5781,2004-10-22 08:00:00
2004-10-22,09:00:00,88.0,1830.0,22.3,60.6,1.6069,2004-10-22 09:00:00
2004-10-22,10:00:00,83.0,1787.0,22.6,59.9,1.6246,2004-10-22 10:00:00
2004-10-22,11:00:00,81.0,1704.0,24.5,54.5,1.6514,2004-10-22 11:00:00
2004-10-22,12:00:00,83.0,1781.0,24.4,55.4,1.6712,2004-10-22 12:00:00
2004-10-22,13:00:00,111.0,2007.0,26.0,51.9,1.7148,2004-10-22 13:00:00
2004-10-22,14:00:00,112.0,2033.0,26.8,49.1,1.7101,2004-10-22 14:00:00
2004-10-22,15:00:00,112.0,1996.0,26.4,49.8,1.6928,2004-10-22 15:00:00
2004-10-22,16:00:00,137.0,2127.0,26.9,48.6,1.7017,2004-10-22 16:00:00
2004-10-22,17:00:00,152.0,2176.0,26.2,48.9,1.634,2004-10-22 17:00:00
2004-10-22,18:00:00,163.0,2486.0,24.3,54.3,1.6276,2004-10-22 18:00:00
2004-10-22,19:00:00,135.0,2339.0,23.3,58.1,1.6457,2004-10-22 19:00:00
2004-10-22,20:00:00,119.0,2020.0,22.3,62.5,1.6616,2004-10-22 20:00:00
2004-10-22,21:00:00,91.0,1657.0,21.3,66.1,1.6556,2004-10-22 21:00:00
2004-10-22,22:00:00,74.0,1502.0,21.2,65.7,1.6319,2004-10-22 22:00:00
2004-10-22,23:00:00,73.0,1509.0,20.3,68.1,1.6009,2004-10-22 23:00:00
2004-10-23,00:00:00,71.0,1518.0,20.4,66.7,1.583,2004-10-23 00:00:00
2004-10-23,01:00:00,57.0,1413.0,19.9,67.5,1.5544,2004-10-23 01:00:00
2004-10-23,02:00:00,51.0,1418.0,19.1,70.0,1.5331,2004-10-23 02:00:00
2004-10-23,03:00:00,80.11538461538461,1374.0,19.3,68.1,1.5139,2004-10-23 03:00:00
2004-10-23,04:00:00,42.0,1341.0,19.6,66.9,1.5125,2004-10-23 04:00:00
2004-10-23,05:00:00,43.0,1381.0,18.1,72.1,1.4834,2004-10-23 05:00:00
2004-10-23,06:00:00,52.0,1473.0,18.1,72.3,1.4927,2004-10-23 06:00:00
2004-10-23,07:00:00,65.0,1699.0,17.6,74.8,1.491,2004-10-23 07:00:00
2004-10-23,08:00:00,69.0,1753.0,18.2,72.8,1.5048,2004-10-23 08:00:00
2004-10-23,09:00:00,91.0,1833.0,20.2,65.8,1.5374,2004-10-23 09:00:00
2004-10-23,10:00:00,92.0,1727.0,21.6,61.4,1.5696,2004-10-23 10:00:00
2004-10-23,11:00:00,102.0,1738.0,23.3,57.5,1.6169,2004-10-23 11:00:00
2004-10-23,12:00:00,118.0,1854.0,25.0,52.4,1.6356,2004-10-23 12:00:00
2004-10-23,13:00:00,111.0,1785.0,25.4,50.8,1.6275,2004-10-23 13:00:00
2004-10-23,14:00:00,101.0,1608.0,26.1,47.1,1.5724,2004-10-23 14:00:00
2004-10-23,15:00:00,119.0,1749.0,27.0,44.2,1.549,2004-10-23 15:00:00
2004-10-23,16:00:00,115.0,1747.0,27.2,43.0,1.5246,2004-10-23 16:00:00
2004-10-23,17:00:00,120.0,1776.0,25.6,48.3,1.5641,2004-10-23 17:00:00
2004-10-23,18:00:00,115.0,1925.0,23.3,57.9,1.6376,2004-10-23 18:00:00
2004-10-23,19:00:00,118.0,2016.0,22.2,63.6,1.6763,2004-10-23 19:00:00
2004-10-23,20:00:00,117.0,1853.0,21.6,67.7,1.7228,2004-10-23 20:00:00
2004-10-23,21:00:00,96.0,1668.0,21.0,69.3,1.7058,2004-10-23 21:00:00
2004-10-23,22:00:00,89.0,1725.0,20.3,70.5,1.6599,2004-10-23 22:00:00
2004-10-23,23:00:00,84.0,1639.0,20.0,69.5,1.6109,2004-10-23 23:00:00
2004-10-24,00:00:00,97.0,1741.0,19.7,70.1,1.5891,2004-10-24 00:00:00
2004-10-24,01:00:00,68.0,1621.0,19.5,70.7,1.5851,2004-10-24 01:00:00
2004-10-24,02:00:00,66.0,1577.0,19.4,71.4,1.5959,2004-10-24 02:00:00
2004-10-24,03:00:00,80.11538461538461,1512.0,19.3,71.1,1.5746,2004-10-24 03:00:00
2004-10-24,04:00:00,51.0,1467.0,18.7,73.8,1.5704,2004-10-24 04:00:00
2004-10-24,05:00:00,48.0,1503.0,18.0,75.4,1.5441,2004-10-24 05:00:00
2004-10-24,06:00:00,47.0,1451.0,17.3,78.4,1.532,2004-10-24 06:00:00
2004-10-24,07:00:00,48.0,1481.0,17.5,76.6,1.5174,2004-10-24 07:00:00
2004-10-24,08:00:00,45.0,1359.0,20.0,66.7,1.5401,2004-10-24 08:00:00
2004-10-24,09:00:00,59.0,1477.0,19.1,70.0,1.5366,2004-10-24 09:00:00
2004-10-24,10:00:00,84.0,1542.0,21.4,61.7,1.5547,2004-10-24 10:00:00
2004-10-24,11:00:00,72.0,1467.0,24.6,50.4,1.5363,2004-10-24 11:00:00
2004-10-24,12:00:00,68.0,1431.0,25.0,49.1,1.5295,2004-10-24 12:00:00
2004-10-24,13:00:00,52.0,1376.0,25.3,46.7,1.4874,2004-10-24 13:00:00
2004-10-24,14:00:00,70.0,1421.0,24.8,47.9,1.4819,2004-10-24 14:00:00
2004-10-24,15:00:00,90.0,1537.0,25.3,48.0,1.5249,2004-10-24 15:00:00
2004-10-24,16:00:00,87.0,1533.0,26.5,44.9,1.5278,2004-10-24 16:00:00
2004-10-24,17:00:00,99.0,1631.0,25.0,50.1,1.563,2004-10-24 17:00:00
2004-10-24,18:00:00,128.0,1874.0,22.9,57.6,1.5885,2004-10-24 18:00:00
2004-10-24,19:00:00,127.0,1971.0,21.7,62.9,1.6117,2004-10-24 19:00:00
2004-10-24,20:00:00,99.0,1716.0,21.8,63.0,1.619,2004-10-24 20:00:00
2004-10-24,21:00:00,72.0,1439.0,21.2,63.4,1.5748,2004-10-24 21:00:00
2004-10-24,22:00:00,62.0,1450.0,20.2,65.8,1.535,2004-10-24 22:00:00
2004-10-24,23:00:00,62.0,1517.0,18.4,71.5,1.5038,2004-10-24 23:00:00
2004-10-25,00:00:00,63.0,1516.0,17.9,72.4,1.4758,2004-10-25 00:00:00
2004-10-25,01:00:00,56.0,1474.0,16.9,75.4,1.4393,2004-10-25 01:00:00
2004-10-25,02:00:00,44.0,1353.0,16.5,75.5,1.4056,2004-10-25 02:00:00
2004-10-25,03:00:00,80.11538461538461,1315.0,15.4,79.0,1.3735,2004-10-25 03:00:00
2004-10-25,04:00:00,37.0,1319.0,15.5,78.6,1.37,2004-10-25 04:00:00
2004-10-25,05:00:00,48.0,1392.0,16.2,76.9,1.4029,2004-10-25 05:00:00
2004-10-25,06:00:00,59.0,1440.0,15.8,79.6,1.417,2004-10-25 06:00:00
2004-10-25,07:00:00,77.0,1780.0,16.0,76.3,1.3772,2004-10-25 07:00:00
2004-10-25,08:00:00,88.0,1998.0,16.3,74.3,1.3644,2004-10-25 08:00:00
2004-10-25,09:00:00,111.0,1754.0,18.7,66.3,1.414,2004-10-25 09:00:00
2004-10-25,10:00:00,114.0,1812.0,20.5,60.2,1.4346,2004-10-25 10:00:00
2004-10-25,11:00:00,108.0,1742.0,19.3,66.2,1.4706,2004-10-25 11:00:00
2004-10-25,12:00:00,111.0,1821.0,20.0,63.9,1.4805,2004-10-25 12:00:00
2004-10-25,13:00:00,126.0,1971.0,21.4,59.4,1.4928,2004-10-25 13:00:00
2004-10-25,14:00:00,117.0,1947.0,21.5,60.9,1.5398,2004-10-25 14:00:00
2004-10-25,15:00:00,119.0,2034.0,21.6,60.9,1.5551,2004-10-25 15:00:00
2004-10-25,16:00:00,125.0,2176.0,21.6,62.0,1.5784,2004-10-25 16:00:00
2004-10-25,17:00:00,158.0,2641.0,21.7,61.9,1.592,2004-10-25 17:00:00
2004-10-25,18:00:00,149.0,2567.0,21.0,64.9,1.5987,2004-10-25 18:00:00
