Datetime,PT08.S1(CO),PT08.S2(NMHC),T,RH,AH,hour,dayofweek,month
2004-11-02 09:00:00,1296.0,1435.0,20.8,57.9,1.407,9,1,11
2004-11-02 10:00:00,1381.0,1394.0,20.6,60.2,1.4428,10,1,11
2004-11-02 11:00:00,1570.0,1617.0,22.1,56.6,1.4851,11,1,11
2004-11-02 12:00:00,1426.0,1445.0,24.0,50.0,1.4679,12,1,11
2004-11-02 13:00:00,1535.0,1578.0,25.7,45.6,1.487,13,1,11
2004-11-02 14:00:00,1678.0,1727.0,25.5,49.7,1.5985,14,1,11
2004-11-02 15:00:00,1605.0,1603.0,25.2,50.6,1.5989,15,1,11
2004-11-02 16:00:00,1559.0,1586.0,25.4,50.7,1.6187,16,1,11
2004-11-02 17:00:00,1713.0,1728.0,24.4,56.0,1.6885,17,1,11
2004-11-02 18:00:00,1751.0,1853.0,23.0,62.1,1.7283,18,1,11
2004-11-02 19:00:00,1723.0,1869.0,21.8,65.3,1.6889,19,1,11
2004-11-02 20:00:00,1778.0,1935.0,20.9,67.5,1.6539,20,1,11
2004-11-02 21:00:00,1461.0,1529.0,20.2,68.6,1.6034,21,1,11
2004-11-02 22:00:00,1258.0,1272.0,19.3,70.8,1.5728,22,1,11
2004-11-02 23:00:00,1138.0,1113.0,19.2,68.8,1.5097,23,1,11
2004-11-03 00:00:00,936.0,849.0,20.4,61.1,1.4495,0,2,11
2004-11-03 01:00:00,1167.0,1090.0,18.0,71.5,1.4615,1,2,11
2004-11-03 02:00:00,1071.0,1003.0,17.5,73.2,1.4515,2,2,11
2004-11-03 03:00:00,866.0,717.0,17.2,71.7,1.394,3,2,11
2004-11-03 04:00:00,836.0,647.0,16.4,74.4,1.3779,4,2,11
2004-11-03 05:00:00,823.0,630.0,16.8,71.9,1.3628,5,2,11
2004-11-03 06:00:00,890.0,727.0,16.9,70.5,1.3504,6,2,11
2004-11-03 07:00:00,1019.0,901.0,17.0,70.1,1.3512,7,2,11
2004-11-03 08:00:00,1177.0,1166.0,18.8,62.5,1.3401,8,2,11
2004-11-03 09:00:00,1348.0,1398.0,20.3,58.4,1.3745,9,2,11
2004-11-03 10:00:00,1341.0,1323.0,23.7,49.1,1.423,10,2,11
2004-11-03 11:00:00,1307.0,1278.0,26.6,42.8,1.4713,11,2,11
2004-11-03 12:00:00,1305.0,1287.0,26.2,43.5,1.4591,12,2,11
2004-11-03 13:00:00,1177.0,1090.0,26.3,43.6,1.4663,13,2,11
2004-11-03 14:00:00,1192.0,1085.0,26.6,42.5,1.4568,14,2,11
2004-11-03 15:00:00,1214.0,1080.0,26.3,43.7,1.4718,15,2,11
2004-11-03 16:00:00,1240.0,1152.0,25.6,46.2,1.4903,16,2,11
2004-11-03 17:00:00,1271.0,1188.0,25.1,47.6,1.4983,17,2,11
2004-11-03 18:00:00,1333.0,1312.0,23.8,51.4,1.4956,18,2,11
2004-11-03 19:00:00,1390.0,1414.0,23.3,53.1,1.496,19,2,11
2004-11-03 20:00:00,1266.0,1261.0,22.4,55.2,1.4735,20,2,11
2004-11-03 21:00:00,1140.0,1072.0,21.7,57.7,1.4766,21,2,11
2004-11-03 22:00:00,1240.0,1168.0,20.5,63.0,1.5043,22,2,11
2004-11-03 23:00:00,1187.0,1122.0,19.5,67.6,1.5156,23,2,11
2004-11-04 00:00:00,1043.0,975.0,18.7,69.0,1.4727,0,3,11
2004-11-04 01:00:00,948.0,826.0,19.3,65.5,1.45,1,3,11
2004-11-04 02:00:00,955.0,775.0,17.6,70.8,1.4105,2,3,11
2004-11-04 03:00:00,915.0,721.0,16.8,72.9,1.3851,3,3,11
2004-11-04 04:00:00,832.0,644.0,17.8,68.1,1.3722,4,3,11
2004-11-04 05:00:00,846.0,628.0,16.1,73.5,1.3329,5,3,11
2004-11-04 06:00:00,897.0,750.0,15.8,73.5,1.3151,6,3,11
2004-11-04 07:00:00,908.0,767.0,17.0,68.0,1.3102,7,3,11
2004-11-04 08:00:00,1348.0,1357.0,16.0,72.2,1.3077,8,3,11
2004-11-04 09:00:00,1384.0,1386.0,17.8,65.4,1.3213,9,3,11
2004-11-04 10:00:00,1473.0,1463.0,20.6,56.0,1.3467,10,3,11
2004-11-04 11:00:00,1360.0,1287.0,23.6,48.0,1.3757,11,3,11
2004-11-04 12:00:00,1305.0,1223.0,23.7,49.8,1.4433,12,3,11
2004-11-04 13:00:00,1337.0,1302.0,24.7,47.4,1.4527,13,3,11
2004-11-04 14:00:00,1414.0,1414.0,25.9,42.8,1.4122,14,3,11
2004-11-04 15:00:00,1463.0,1417.0,26.8,43.3,1.4977,15,3,11
2004-11-04 16:00:00,1530.0,1425.0,26.6,45.5,1.5555,16,3,11
2004-11-04 17:00:00,1915.0,1889.0,24.8,53.9,1.6683,17,3,11
2004-11-04 18:00:00,1882.0,1920.0,23.1,61.1,1.7082,18,3,11
2004-11-04 19:00:00,1589.0,1619.0,22.2,63.7,1.6865,19,3,11
2004-11-04 20:00:00,1463.0,1484.0,21.1,66.1,1.6313,20,3,11
2004-11-04 21:00:00,1380.0,1345.0,20.0,69.0,1.5956,21,3,11
2004-11-04 22:00:00,1383.0,1332.0,19.1,72.0,1.5732,22,3,11
2004-11-04 23:00:00,1181.0,1094.0,18.8,70.6,1.5209,23,3,11
2004-11-05 00:00:00,1061.0,931.0,18.5,69.5,1.4657,0,4,11
2004-11-05 01:00:00,1091.0,945.0,18.4,68.5,1.439,1,4,11
2004-11-05 02:00:00,1010.0,884.0,16.8,73.3,1.3915,2,4,11
2004-11-05 03:00:00,868.0,688.0,17.9,66.8,1.3596,3,4,11
2004-11-05 04:00:00,852.0,639.0,16.5,71.0,1.3239,4,4,11
2004-11-05 05:00:00,826.0,601.0,16.9,67.9,1.295,5,4,11
2004-11-05 06:00:00,862.0,677.0,16.1,69.3,1.2591,6,4,11
2004-11-05 07:00:00,951.0,800.0,16.1,69.6,1.2593,7,4,11
2004-11-05 08:00:00,1210.0,1188.0,16.2,70.1,1.2837,8,4,11
2004-11-05 09:00:00,1601.0,1727.0,16.5,69.3,1.2897,9,4,11
2004-11-05 10:00:00,1477.0,1443.0,19.6,58.3,1.3141,10,4,11
2004-11-05 11:00:00,1458.0,1408.0,20.7,55.5,1.3414,11,4,11
2004-11-05 12:00:00,1354.0,1321.0,20.8,56.3,1.3664,12,4,11
2004-11-05 13:00:00,1385.0,1354.0,21.7,53.1,1.3649,13,4,11
2004-11-05 14:00:00,1460.0,1430.0,23.0,49.0,1.362,14,4,11
2004-11-05 15:00:00,1492.0,1463.0,24.2,44.0,1.3078,15,4,11
2004-11-05 16:00:00,1569.0,1547.0,24.7,43.6,1.3396,16,4,11
2004-11-05 17:00:00,1870.0,1871.0,23.0,54.2,1.5066,17,4,11
2004-11-05 18:00:00,1774.0,1829.0,21.4,60.9,1.5322,18,4,11
2004-11-05 19:00:00,1388.0,1363.0,20.3,61.4,1.4417,19,4,11
2004-11-05 20:00:00,1303.0,1177.0,20.0,63.2,1.4581,20,4,11
2004-11-05 21:00:00,1257.0,1126.0,19.1,64.4,1.405,21,4,11
2004-11-05 22:00:00,1132.0,1002.0,18.1,67.5,1.3855,22,4,11
2004-11-05 23:00:00,1050.0,881.0,17.8,66.9,1.3464,23,4,11
2004-11-06 00:00:00,1033.0,842.0,17.6,66.5,1.3249,0,5,11
2004-11-06 01:00:00,1106.0,938.0,16.1,71.2,1.2948,1,5,11
2004-11-06 02:00:00,1107.0,940.0,15.5,73.3,1.2845,2,5,11
2004-11-06 03:00:00,1011.0,856.0,15.4,72.8,1.2633,3,5,11
2004-11-06 04:00:00,916.0,726.0,15.6,70.8,1.2461,4,5,11
2004-11-06 05:00:00,852.0,641.0,17.0,64.5,1.2374,5,5,11
2004-11-06 06:00:00,889.0,694.0,14.9,72.3,1.2186,6,5,11
2004-11-06 07:00:00,1002.0,828.0,14.0,76.6,1.2183,7,5,11
2004-11-06 08:00:00,1231.0,1134.0,14.6,74.2,1.2256,8,5,11
2004-11-06 09:00:00,1212.0,1191.0,15.9,69.8,1.253,9,5,11
2004-11-06 10:00:00,1121.0,1012.0,18.4,61.3,1.2854,10,5,11
2004-11-06 11:00:00,1260.0,1121.0,20.0,56.7,1.3078,11,5,11
2004-11-06 12:00:00,1391.0,1214.0,20.4,57.0,1.3507,12,5,11
2004-11-06 13:00:00,1463.0,1280.0,20.7,59.3,1.4283,13,5,11
2004-11-06 14:00:00,1464.0,1321.0,21.7,54.8,1.4024,14,5,11
2004-11-06 15:00:00,1412.0,1230.0,22.0,54.2,1.4096,15,5,11
2004-11-06 16:00:00,1450.0,1292.0,21.4,57.1,1.4356,16,5,11
2004-11-06 17:00:00,1416.0,1283.0,20.8,58.7,1.4259,17,5,11
2004-11-06 18:00:00,1346.0,1211.0,20.1,59.6,1.3852,18,5,11
2004-11-06 19:00:00,1273.0,1137.0,20.0,58.4,1.3473,19,5,11
2004-11-06 20:00:00,1206.0,1049.0,19.5,58.9,1.3195,20,5,11
2004-11-06 21:00:00,1252.0,1094.0,19.5,57.4,1.2874,21,5,11
2004-11-06 22:00:00,1069.0,897.0,19.1,59.2,1.295,22,5,11
2004-11-06 23:00:00,1061.0,895.0,18.8,59.1,1.2702,23,5,11
2004-11-07 00:00:00,1072.0,880.0,18.0,60.4,1.2331,0,6,11
2004-11-07 01:00:00,1075.0,917.0,17.5,60.7,1.2009,1,6,11
2004-11-07 02:00:00,992.0,853.0,17.5,59.4,1.1768,2,6,11
2004-11-07 03:00:00,914.0,741.0,17.1,59.2,1.1477,3,6,11
2004-11-07 04:00:00,854.0,700.0,17.0,52.3,1.0009,4,6,11
2004-11-07 05:00:00,774.0,591.0,16.1,49.8,0.9021,5,6,11
2004-11-07 06:00:00,757.0,542.0,15.5,51.5,0.9026,6,6,11
2004-11-07 07:00:00,752.0,516.0,15.1,52.0,0.8878,7,6,11
2004-11-07 08:00:00,757.0,551.0,14.9,46.8,0.7885,8,6,11
2004-11-07 09:00:00,777.0,580.0,15.5,42.4,0.74,9,6,11
2004-11-07 10:00:00,774.0,583.0,16.6,38.2,0.7186,10,6,11
2004-11-07 11:00:00,805.0,632.0,18.0,34.7,0.7089,11,6,11
2004-11-07 12:00:00,838.0,686.0,18.0,35.1,0.7176,12,6,11
2004-11-07 13:00:00,824.0,695.0,17.6,33.8,0.6726,13,6,11
2004-11-07 14:00:00,812.0,704.0,17.5,33.7,0.6691,14,6,11
2004-11-07 15:00:00,806.0,702.0,17.2,33.9,0.6591,15,6,11
2004-11-07 16:00:00,789.0,675.0,16.8,32.1,0.6073,16,6,11
2004-11-07 17:00:00,821.0,713.0,16.0,34.1,0.6155,17,6,11
2004-11-07 18:00:00,1024.0,1127.0,14.8,37.5,0.6259,18,6,11
2004-11-07 19:00:00,1009.0,995.0,14.4,39.2,0.6407,19,6,11
2004-11-07 20:00:00,1064.0,1055.0,14.1,43.0,0.6883,20,6,11
2004-11-07 21:00:00,1001.0,1029.0,13.4,48.4,0.7397,21,6,11
2004-11-07 22:00:00,927.0,868.0,12.7,51.2,0.7505,22,6,11
2004-11-07 23:00:00,819.0,613.0,9.9,71.4,0.8736,23,6,11
2004-11-08 00:00:00,847.0,630.0,10.2,71.6,0.8893,0,0,11
2004-11-08 01:00:00,798.0,621.0,10.6,61.3,0.7856,1,0,11
2004-11-08 02:00:00,757.0,561.0,11.1,55.6,0.7344,2,0,11
2004-11-08 03:00:00,703.0,446.0,11.5,50.4,0.6815,3,0,11
2004-11-08 04:00:00,689.0,407.0,11.3,49.5,0.6615,4,0,11
2004-11-08 05:00:00,698.0,424.0,10.8,50.9,0.657,5,0,11
2004-11-08 06:00:00,720.0,458.0,10.9,50.1,0.6519,6,0,11
2004-11-08 07:00:00,797.0,593.0,10.8,49.7,0.6429,7,0,11
2004-11-08 08:00:00,950.0,875.0,10.7,50.4,0.6467,8,0,11
2004-11-08 09:00:00,887.0,809.0,10.9,50.0,0.6531,9,0,11
2004-11-08 10:00:00,850.0,755.0,12.1,46.5,0.653,10,0,11
2004-11-08 11:00:00,836.0,740.0,12.4,44.1,0.6324,11,0,11
2004-11-08 12:00:00,827.0,768.0,13.0,40.1,0.5989,12,0,11
2004-11-08 13:00:00,819.0,810.0,13.4,36.3,0.5556,13,0,11
2004-11-08 14:00:00,919.0,978.0,13.1,38.5,0.5776,14,0,11
2004-11-08 15:00:00,897.0,890.0,11.5,46.4,0.6302,15,0,11
2004-11-08 16:00:00,973.0,1023.0,13.1,40.4,0.606,16,0,11
2004-11-08 17:00:00,1065.0,1211.0,13.0,39.3,0.5877,17,0,11
2004-11-08 18:00:00,1341.0,1575.0,11.3,50.9,0.679,18,0,11
2004-11-08 19:00:00,1303.0,1524.0,10.6,53.4,0.6818,19,0,11
2004-11-08 20:00:00,1189.0,1381.0,9.5,57.9,0.6877,20,0,11
2004-11-08 21:00:00,1054.0,1106.0,8.6,60.5,0.6788,21,0,11
2004-11-08 22:00:00,943.0,900.0,8.5,59.7,0.6649,22,0,11
2004-11-08 23:00:00,903.0,872.0,7.9,61.4,0.6582,23,0,11
2004-11-09 00:00:00,858.0,760.0,7.1,63.6,0.6442,0,1,11
2004-11-09 01:00:00,821.0,696.0,7.2,62.2,0.6362,1,1,11
2004-11-09 02:00:00,781.0,645.0,5.6,67.9,0.6247,2,1,11
2004-11-09 03:00:00,741.0,580.0,5.1,68.7,0.6077,3,1,11
2004-11-09 04:00:00,720.0,540.0,4.4,71.4,0.6024,4,1,11
2004-11-09 05:00:00,733.0,574.0,4.1,73.1,0.6074,5,1,11
2004-11-09 06:00:00,780.0,666.0,3.2,76.8,0.5963,6,1,11
2004-11-09 07:00:00,915.0,873.0,3.7,76.2,0.6137,7,1,11
2004-11-09 08:00:00,1228.0,1362.0,4.9,70.7,0.6193,8,1,11
2004-11-09 09:00:00,1239.0,1373.0,7.1,62.0,0.6265,9,1,11
2004-11-09 10:00:00,1209.0,1255.0,8.1,59.1,0.6397,10,1,11
2004-11-09 11:00:00,1257.0,1308.0,11.1,48.8,0.643,11,1,11
2004-11-09 12:00:00,1007.0,1000.0,11.3,46.5,0.6194,12,1,11
2004-11-09 13:00:00,1020.0,1041.0,12.5,42.3,0.6104,13,1,11
2004-11-09 14:00:00,1094.0,1144.0,12.5,42.8,0.6177,14,1,11
2004-11-09 15:00:00,1045.0,1087.0,12.6,42.4,0.6159,15,1,11
2004-11-09 16:00:00,909.0,879.0,13.8,40.7,0.6405,16,1,11
2004-11-09 17:00:00,1013.0,905.0,11.0,58.8,0.7705,17,1,11
2004-11-09 18:00:00,1236.0,1206.0,8.3,76.5,0.8426,18,1,11
2004-11-09 19:00:00,1275.0,1294.0,8.6,75.5,0.8469,19,1,11
2004-11-09 20:00:00,1237.0,1194.0,8.8,76.6,0.8678,20,1,11
2004-11-09 21:00:00,1101.0,963.0,8.0,81.0,0.8714,21,1,11
2004-11-09 22:00:00,962.0,778.0,7.3,85.7,0.8818,22,1,11
2004-11-09 23:00:00,841.0,680.0,6.5,85.6,0.8353,23,1,11
2004-11-10 00:00:00,831.0,620.0,6.5,83.5,0.8116,0,2,11
2004-11-10 01:00:00,843.0,622.0,6.9,82.3,0.8244,1,2,11
2004-11-10 02:00:00,798.0,600.0,7.3,78.1,0.8041,2,2,11
2004-11-10 03:00:00,730.0,477.0,7.9,68.0,0.7265,3,2,11
2004-11-10 04:00:00,715.0,445.0,8.0,64.5,0.695,4,2,11
2004-11-10 05:00:00,726.0,443.0,8.1,68.6,0.7409,5,2,11
2004-11-10 06:00:00,771.0,490.0,6.3,84.8,0.8148,6,2,11
2004-11-10 07:00:00,805.0,555.0,6.7,79.8,0.7872,7,2,11
2004-11-10 08:00:00,958.0,803.0,7.1,77.9,0.7914,8,2,11
2004-11-10 09:00:00,1021.0,959.0,7.9,73.5,0.7883,9,2,11
2004-11-10 10:00:00,969.0,843.0,6.9,86.0,0.8632,10,2,11
2004-11-10 11:00:00,923.0,733.0,6.8,87.1,0.8652,11,2,11
2004-11-10 12:00:00,973.0,850.0,8.0,81.6,0.8755,12,2,11
2004-11-10 13:00:00,996.0,893.0,9.5,70.0,0.8296,13,2,11
2004-11-10 14:00:00,1055.0,1007.0,10.5,62.2,0.7923,14,2,11
2004-11-10 15:00:00,1023.0,971.0,11.4,59.1,0.7963,15,2,11
2004-11-10 16:00:00,1039.0,1024.0,11.1,58.6,0.7737,16,2,11
2004-11-10 17:00:00,1051.0,1061.0,10.8,57.6,0.7473,17,2,11
2004-11-10 18:00:00,1050.0,1070.0,10.6,56.9,0.7281,18,2,11
2004-11-10 19:00:00,1156.0,1209.0,10.6,59.3,0.7588,19,2,11
2004-11-10 20:00:00,1277.0,1335.0,10.0,71.5,0.8768,20,2,11
2004-11-10 21:00:00,1172.0,1159.0,10.3,71.1,0.8878,21,2,11
2004-11-10 22:00:00,1048.0,973.0,10.5,70.3,0.893,22,2,11
2004-11-10 23:00:00,1144.0,1096.0,10.2,71.3,0.8859,23,2,11
2004-11-11 00:00:00,1104.0,1023.0,9.7,73.1,0.8787,0,3,11
2004-11-11 01:00:00,1038.0,957.0,9.3,73.5,0.8651,1,3,11
2004-11-11 02:00:00,960.0,838.0,9.2,73.9,0.8616,2,3,11
2004-11-11 03:00:00,934.0,787.0,8.1,78.1,0.8452,3,3,11
2004-11-11 04:00:00,930.0,784.0,7.6,81.2,0.8483,4,3,11
2004-11-11 05:00:00,918.0,778.0,7.5,81.5,0.8495,5,3,11
2004-11-11 06:00:00,952.0,814.0,8.3,77.2,0.8464,6,3,11
2004-11-11 07:00:00,1019.0,905.0,8.9,75.6,0.8667,7,3,11
2004-11-11 08:00:00,1287.0,1218.0,9.2,81.7,0.9506,8,3,11
2004-11-11 09:00:00,1578.0,1605.0,9.9,83.4,1.0194,9,3,11
2004-11-11 10:00:00,1417.0,1407.0,10.2,82.3,1.0253,10,3,11
2004-11-11 11:00:00,1392.0,1325.0,11.2,80.7,1.0688,11,3,11
2004-11-11 12:00:00,1147.0,1073.0,11.8,76.1,1.0516,12,3,11
2004-11-11 13:00:00,1150.0,1105.0,12.5,71.3,1.0285,13,3,11
2004-11-11 14:00:00,1252.0,1240.0,13.2,68.4,1.0346,14,3,11
2004-11-11 15:00:00,1186.0,1125.0,12.5,73.2,1.0563,15,3,11
2004-11-11 16:00:00,1172.0,1107.0,12.2,75.7,1.0693,16,3,11
2004-11-11 17:00:00,1109.0,1021.0,11.5,78.1,1.0565,17,3,11
2004-11-11 18:00:00,1201.0,1196.0,11.6,76.0,1.0354,18,3,11
2004-11-11 19:00:00,1189.0,1183.0,12.0,73.3,1.0264,19,3,11
2004-11-11 20:00:00,1282.0,1312.0,12.9,68.8,1.0175,20,3,11
2004-11-11 21:00:00,1207.0,1203.0,13.1,69.6,1.0464,21,3,11
2004-11-11 22:00:00,904.0,754.0,12.3,73.4,1.049,22,3,11
2004-11-11 23:00:00,900.0,711.0,12.7,71.0,1.0387,23,3,11
2004-11-12 00:00:00,932.0,740.0,12.9,69.9,1.0371,0,4,11
2004-11-12 01:00:00,968.0,785.0,12.9,70.5,1.0442,1,4,11
2004-11-12 02:00:00,827.0,610.0,13.1,67.7,1.0198,2,4,11
2004-11-12 03:00:00,789.0,515.0,13.1,67.6,1.0127,3,4,11
2004-11-12 04:00:00,812.0,549.0,13.8,64.0,1.0042,4,4,11
2004-11-12 05:00:00,811.0,559.0,13.7,64.4,1.0036,5,4,11
2004-11-12 06:00:00,827.0,560.0,13.9,63.8,1.0079,6,4,11
2004-11-12 07:00:00,849.0,604.0,14.1,64.5,1.0287,7,4,11
2004-11-12 08:00:00,1001.0,798.0,14.0,66.1,1.0488,8,4,11
2004-11-12 09:00:00,1021.0,896.0,14.2,66.4,1.0673,9,4,11
2004-11-12 10:00:00,978.0,831.0,14.9,62.5,1.0529,10,4,11
2004-11-12 11:00:00,996.0,855.0,16.3,58.4,1.0729,11,4,11
2004-11-12 12:00:00,1014.0,843.0,16.9,56.5,1.0801,12,4,11
2004-11-12 13:00:00,1061.0,928.0,17.4,55.8,1.098,13,4,11
2004-11-12 14:00:00,1092.0,975.0,17.4,57.3,1.1328,14,4,11
2004-11-12 15:00:00,1129.0,1028.0,17.7,55.5,1.1127,15,4,11
2004-11-12 16:00:00,1077.0,969.0,16.8,58.9,1.1199,16,4,11
2004-11-12 17:00:00,1153.0,1079.0,17.0,57.5,1.1071,17,4,11
2004-11-12 18:00:00,1234.0,1197.0,16.2,60.2,1.1003,18,4,11
2004-11-12 19:00:00,1319.0,1319.0,16.7,58.0,1.0916,19,4,11
2004-11-12 20:00:00,1251.0,1264.0,16.5,58.8,1.0921,20,4,11
2004-11-12 21:00:00,1165.0,1070.0,15.8,61.1,1.0856,21,4,11
2004-11-12 22:00:00,954.0,807.0,15.7,60.8,1.0769,22,4,11
2004-11-12 23:00:00,971.0,818.0,15.9,59.6,1.0673,23,4,11
2004-11-13 00:00:00,961.0,765.0,15.6,60.0,1.0594,0,5,11
2004-11-13 01:00:00,952.0,758.0,15.6,60.1,1.0557,1,5,11
2004-11-13 02:00:00,875.0,635.0,15.7,59.5,1.0534,2,5,11
2004-11-13 03:00:00,891.0,633.0,15.7,60.1,1.064,3,5,11
2004-11-13 04:00:00,1006.0,765.0,15.6,61.7,1.0847,4,5,11
2004-11-13 05:00:00,907.0,691.0,15.8,59.9,1.0693,5,5,11
2004-11-13 06:00:00,938.0,702.0,15.2,61.8,1.0602,6,5,11
2004-11-13 07:00:00,925.0,672.0,16.1,55.4,1.0089,7,5,11
2004-11-13 08:00:00,1157.0,967.0,14.9,64.1,1.0773,8,5,11
2004-11-13 09:00:00,1169.0,1003.0,15.6,62.0,1.0904,9,5,11
2004-11-13 10:00:00,1312.0,1139.0,17.9,54.6,1.11,10,5,11
2004-11-13 11:00:00,1347.0,1227.0,21.1,44.5,1.0964,11,5,11
2004-11-13 12:00:00,1321.0,1224.0,20.3,46.7,1.0971,12,5,11
2004-11-13 13:00:00,1267.0,1118.0,21.5,42.7,1.0837,13,5,11
2004-11-13 14:00:00,1234.0,1053.0,21.5,43.1,1.0919,14,5,11
2004-11-13 15:00:00,1101.0,947.0,21.5,43.4,1.0965,15,5,11
2004-11-13 16:00:00,1149.0,998.0,20.8,45.5,1.1054,16,5,11
2004-11-13 17:00:00,1094.0,941.0,19.2,49.6,1.0893,17,5,11
2004-11-13 18:00:00,1056.0,878.0,18.3,51.6,1.0732,18,5,11
2004-11-13 19:00:00,1030.0,899.0,17.7,51.5,1.0357,19,5,11
2004-11-13 20:00:00,1075.0,943.0,17.2,51.5,1.0015,20,5,11
2004-11-13 21:00:00,927.0,748.0,15.9,54.9,0.9853,21,5,11
2004-11-13 22:00:00,793.0,570.0,14.0,55.2,0.8807,22,5,11
2004-11-13 23:00:00,796.0,589.0,13.3,53.0,0.8044,23,5,11
2004-11-14 00:00:00,780.0,568.0,11.9,55.5,0.7711,0,6,11
2004-11-14 01:00:00,774.0,569.0,11.4,54.6,0.7363,1,6,11
2004-11-14 02:00:00,718.0,500.0,10.4,53.7,0.6749,2,6,11
2004-11-14 03:00:00,705.0,478.0,9.9,54.3,0.6609,3,6,11
2004-11-14 04:00:00,689.0,470.0,9.8,51.3,0.6225,4,6,11
2004-11-14 05:00:00,678.0,427.0,9.5,52.2,0.6198,5,6,11
2004-11-14 06:00:00,655.0,402.0,10.0,45.7,0.5598,6,6,11
2004-11-14 07:00:00,649.0,397.0,10.2,41.9,0.5209,7,6,11
2004-11-14 08:00:00,647.0,412.0,10.6,36.1,0.4624,8,6,11
2004-11-14 09:00:00,667.0,429.0,10.7,36.0,0.4623,9,6,11
2004-11-14 10:00:00,669.0,444.0,10.8,35.4,0.4583,10,6,11
2004-11-14 11:00:00,667.0,455.0,11.4,32.9,0.4435,11,6,11
2004-11-14 12:00:00,705.0,508.0,12.4,32.0,0.4583,12,6,11
2004-11-14 13:00:00,710.0,523.0,12.4,31.3,0.45,13,6,11
2004-11-14 14:00:00,713.0,539.0,12.2,31.8,0.4514,14,6,11
2004-11-14 15:00:00,703.0,512.0,10.5,37.9,0.4821,15,6,11
2004-11-14 16:00:00,738.0,529.0,9.6,44.2,0.5289,16,6,11
2004-11-14 17:00:00,795.0,569.0,8.2,57.9,0.6293,17,6,11
2004-11-14 18:00:00,861.0,750.0,7.3,63.5,0.6519,18,6,11
2004-11-14 19:00:00,836.0,653.0,8.4,55.7,0.6155,19,6,11
2004-11-14 20:00:00,812.0,652.0,9.1,49.6,0.5765,20,6,11
2004-11-14 21:00:00,771.0,642.0,10.0,41.4,0.5102,21,6,11
2004-11-14 22:00:00,711.0,556.0,10.4,36.2,0.4561,22,6,11
2004-11-14 23:00:00,741.0,607.0,11.3,32.3,0.4329,23,6,11
2004-11-15 00:00:00,696.0,532.0,10.9,33.5,0.4378,0,0,11
2004-11-15 01:00:00,692.0,507.0,10.6,34.9,0.4455,1,0,11
2004-11-15 02:00:00,679.0,449.0,10.7,36.1,0.4639,2,0,11
2004-11-15 03:00:00,676.0,429.0,11.0,37.3,0.488,3,0,11
2004-11-15 04:00:00,681.0,428.0,10.7,39.2,0.5045,4,0,11
2004-11-15 05:00:00,683.0,426.0,10.4,38.6,0.4862,5,0,11
2004-11-15 06:00:00,704.0,478.0,10.4,37.4,0.4717,6,0,11
2004-11-15 07:00:00,767.0,588.0,10.5,37.0,0.4707,7,0,11
2004-11-15 08:00:00,964.0,928.0,10.7,37.9,0.487,8,0,11
2004-11-15 09:00:00,925.0,923.0,11.1,38.1,0.5023,9,0,11
2004-11-15 10:00:00,883.0,849.0,12.6,36.6,0.5314,10,0,11
2004-11-15 11:00:00,894.0,820.0,13.8,36.2,0.569,11,0,11
2004-11-15 12:00:00,881.0,831.0,13.4,37.1,0.5683,12,0,11
2004-11-15 13:00:00,867.0,842.0,13.5,34.9,0.5393,13,0,11
2004-11-15 14:00:00,856.0,821.0,13.7,32.2,0.5032,14,0,11
2004-11-15 15:00:00,862.0,843.0,13.6,32.1,0.4977,15,0,11
2004-11-15 16:00:00,891.0,891.0,13.5,31.8,0.4876,16,0,11
2004-11-15 17:00:00,931.0,1032.0,13.5,27.9,0.4287,17,0,11
2004-11-15 18:00:00,1025.0,1202.0,12.7,28.9,0.4233,18,0,11
2004-11-15 19:00:00,1029.0,1198.0,12.6,30.2,0.4384,19,0,11
2004-11-15 20:00:00,1038.0,1190.0,12.3,32.0,0.4553,20,0,11
2004-11-15 21:00:00,904.0,924.0,12.0,34.3,0.4787,21,0,11
2004-11-15 22:00:00,844.0,782.0,11.6,37.3,0.5095,22,0,11
2004-11-15 23:00:00,839.0,711.0,11.3,40.3,0.5406,23,0,11
2004-11-16 00:00:00,844.0,705.0,11.3,41.8,0.561,0,1,11
2004-11-16 01:00:00,800.0,641.0,11.2,42.0,0.5582,1,1,11
2004-11-16 02:00:00,786.0,596.0,11.0,42.6,0.5595,2,1,11
2004-11-16 03:00:00,737.0,492.0,11.2,41.3,0.5498,3,1,11
2004-11-16 04:00:00,732.0,472.0,11.1,40.8,0.5395,4,1,11
2004-11-16 05:00:00,737.0,468.0,10.7,41.8,0.536,5,1,11
2004-11-16 06:00:00,778.0,517.0,10.2,43.6,0.5405,6,1,11
2004-11-16 07:00:00,867.0,669.0,10.1,44.0,0.5434,7,1,11
2004-11-16 08:00:00,1248.0,1197.0,10.1,45.6,0.5632,8,1,11
2004-11-16 09:00:00,1389.0,1463.0,11.3,43.9,0.5867,9,1,11
2004-11-16 10:00:00,1184.0,1193.0,14.5,33.8,0.5541,10,1,11
2004-11-16 11:00:00,1160.0,1165.0,17.5,26.4,0.5228,11,1,11
2004-11-16 12:00:00,982.0,1003.0,17.2,22.4,0.4354,12,1,11
2004-11-16 13:00:00,948.0,1017.0,17.3,20.4,0.4011,13,1,11
