,NMHC(GT)
4975,85.25328367928363
4976,59.18441865079365
4977,50.11999669312174
4978,54.99233928571431
4979,69.65274537037035
4980,123.47736243386233
4981,181.9667938311688
4982,280.2726223544974
4983,298.34195899470893
4984,289.18256216931195
4985,297.15450264550236
4986,311.70997486772467
4987,295.23207341269824
4988,235.17041317941317
4989,230.8145205026455
4990,311.95157341269856
4991,356.9049464285714
4992,381.0425337301588
4993,363.2017764550266
4994,291.49511772486767
4995,191.20884145021637
4996,175.57238576238575
4997,156.82571626984128
4998,124.02218584656076
4999,63.65527182539681
5000,47.02992291967291
5001,49.31249669312172
5002,44.71104828042328
5003,70.68255886243385
5004,148.99917592592595
5005,330.6776613756614
5006,312.5287764550263
5007,290.77919378306865
5008,295.6319874338624
5009,296.4033630952379
5010,355.4680257936507
5011,326.7291785714286
5012,288.96966865079355
5013,235.82766516354
5014,309.520876984127
5015,364.6713690476192
5016,385.7959265873017
5017,371.5683121693122
5018,305.0398339947092
5019,270.6001296296297
5020,198.841316979317
5021,167.95787962962956
5022,127.08271494708993
5023,85.98306674806673
5024,73.56580748880744
5025,57.423153860028904
5026,54.32100859788362
5027,59.24958267195769
5028,129.208619047619
5029,301.81115476190473
5030,339.55862367724876
5031,308.5154047619046
5032,239.42057208994711
5033,274.62290542328026
5034,263.24514550264547
5035,275.06704960317444
5036,228.86415740740748
5037,284.01067460317455
5038,280.8062638888889
5039,332.522136904762
5040,339.1706646825397
5041,363.9530264550266
5042,337.2453895502646
5043,257.2089755291006
5044,186.2438730158729
5045,191.8746436988937
5046,177.3386078042327
5047,83.19980484330482
5048,61.164155844155864
5049,57.48309830447334
5050,53.514762566137584
5051,72.78068711843716
5052,137.09342724867727
5053,264.96081018518527
5054,351.8942466931216
5055,283.5631739417989
5056,263.65233399470907
5057,218.2300985449736
5058,250.50232010582005
5059,254.8052804232805
5060,262.3910343915343
5061,232.00855291005297
5062,315.7786653439154
5063,767.5973566017313
5064,721.8443638768639
5065,996.2539325396824
5066,1020.4560515873014
5067,260.7727685185188
5068,168.46837499999992
5069,167.93399206349204
5070,147.19284656084662
5071,105.0705205026455
5072,59.28652555315057
5073,60.0192867965368
5074,66.01880153642657
5075,103.31484656084648
5076,153.74463293650794
5077,780.918117063492
5078,560.5211944444443
5079,510.3137031625782
5080,745.6487189754688
5081,463.99870370370365
5082,410.75451587301575
5083,474.6765687830687
5084,391.3705277777776
5085,445.99207611832566
5086,288.15755820105807
5087,359.1495185185187
5088,305.8421263227515
5089,431.13828439153434
5090,295.68067195767213
5091,184.0469351851851
5092,163.82713624338612
5093,156.53802777777776
5094,144.56359391534394
5095,116.79024603174614
5096,114.55420568783066
5097,87.23608465608464
5098,78.87376851851852
5099,114.44898148148148
5100,123.66258068783073
5101,284.9964576719578
5102,373.2492142857143
5103,379.806944083694
5104,454.8252896825395
5105,269.938503968254
5106,391.77726683501686
5107,367.3626257215006
5108,201.29469246031735
5109,311.49914616402117
5110,298.3604437830689
5111,474.27447023809526
5112,484.9210429894178
5113,690.2439861712365
5114,412.882829004329
5115,198.26826984126984
5116,152.89936507936503
5117,311.3372941919193
5118,418.5881157407408
5119,189.83521230158732
5120,117.2410542328043
5121,77.59253500203502
5122,58.54793452380955
5123,61.19293650793654
5124,111.9974384920634
5125,122.902708994709
5126,113.67643055555548
5127,110.25830489417982
5128,83.09141335978839
5129,174.46474206349205
5130,203.50352050264533
5131,129.3204293530543
5132,77.02793513431018
5133,130.42948412698408
5134,136.09246560846566
5135,154.60025396825395
5136,168.65597751322747
5137,171.19154497354504
5138,158.57701821789328
5139,124.86321362433851
5140,129.60855555555554
5141,130.11016071428566
5142,109.45207539682536
5143,110.94301521164024
5144,39.34071939634437
5145,41.98217791005289
5146,51.18737962962966
5147,58.7488313492064
5148,118.81747883597876
5149,311.10913095238107
5150,504.662599867725
5151,648.9591640211634
5152,357.36595634920616
5153,239.7786223544974
5154,240.8884074074075
5155,362.20141335978815
5156,356.6266097883595
5157,244.5059283910534
5158,393.4175839947088
5159,670.1053240139488
5160,596.9213458393457
5161,505.48024470899486
5162,307.9838293650795
5163,190.25279779942275
5164,172.12314766714766
5165,123.5509074074074
5166,81.74640806878303
5167,75.38767195767191
5168,50.01924074074078
5169,49.220337962962994
5170,54.09502843915343
5171,65.7918564814815
5172,112.64659656084656
5173,246.9659616402116
5174,334.70362950937937
5175,171.05963095238093
5176,176.60395917508413
5177,175.65809020146511
5178,196.04624422799415
5179,217.94905753968263
5180,160.38155224867734
5181,169.547460978836
5182,169.50021957671962
5183,185.3625396825396
5184,211.4708697089947
5185,239.38245899470888
5186,133.48582738095246
5187,76.26317129629628
5188,74.77234920634916
5189,56.177432539682584
5190,42.39639616402115
5191,37.64262752525251
5192,32.63321825396823
5193,27.59707804232803
5194,27.5272566137566
5195,29.5320357142857
5196,38.86461772486771
5197,121.07007870370364
5198,120.84201917989417
5199,116.55257142857148
5200,86.61079828042327
5201,144.042593915344
5202,166.9802846459098
5203,153.77219047619056
5204,153.17170039682543
5205,132.7495615079366
5206,168.70330092592596
5207,193.69971560846568
5208,182.2288862433862
5209,180.54936838624337
5210,145.25918055555556
5211,75.43838558201055
5212,62.24712698412695
5213,62.69040476190473
5214,72.62402447089943
5215,41.16089183501683
5216,32.23809920634918
5217,31.28342857142856
5218,30.13105555555554
5219,33.010317460317445
5220,54.36271031746034
5221,179.92371164021156
5222,223.1649715608466
5223,181.31950132275136
5224,187.50663443963433
5225,166.14781573056587
5226,200.57841023328515
5227,203.47118404280891
5228,211.6169980158732
5229,210.72383928571432
5230,207.99225348725344
5231,200.00917460317464
5232,209.31411772486777
5233,278.13818783068785
5234,259.6330238095238
5235,154.15042658730167
5236,81.45403434065938
5237,81.41971291208793
5238,140.24705820105834
5239,70.15384722222223
5240,54.913300685425696
5241,46.763480820105855
5242,44.51334722222226
5243,58.323669973545
5244,170.46688955026457
5245,272.6263703703704
5246,284.20064219576716
5247,293.7027222222221
5248,269.38453727753716
5249,231.00787037037037
5250,218.6474080687831
5251,265.8211402116403
5252,227.9513121693122
5253,291.99258002645496
5254,321.78897089947094
5255,319.6431085858585
5256,291.17070767195764
5257,214.14009986772496
5258,194.8893035714287
5259,89.65818981481482
5260,147.0084431216932
5261,80.91666666666671
5262,127.12300529100528
5263,96.501615079365
5264,56.07275108225109
5265,61.22659235209239
5266,60.00768055555552
5267,74.2865099206349
5268,138.80640674603185
5269,150.99000264550276
5270,195.93008862433868
5271,177.5507288359788
5272,195.11685137085124
5273,176.02309813797302
5274,153.79551455026458
5275,175.9745187728938
5276,84.14717658730154
5277,125.02601785714288
5278,185.4384572649572
5279,183.44773702686192
5280,237.3484497354497
5281,175.86598082010576
5282,161.08917129629629
5283,140.81928703703713
5284,68.94203571428572
5285,69.60170436507936
5286,49.34960515873021
5287,52.27176587301592
5288,61.293237193362195
5289,60.27695544733045
5290,45.08696891534395
5291,40.172958213083206
5292,44.71645767195773
5293,44.60162926887929
5294,78.94411706349204
5295,123.27256216931212
5296,145.91493386243397
5297,131.0659028980279
5298,139.07822883597896
5299,200.0844810004808
5300,213.2313088624338
5301,95.82564616402112
5302,99.37435449735445
5303,222.17001190476196
5304,217.71999735449745
5305,215.66721693121696
5306,181.3697466931216
5307,163.0199675925926
5308,152.90148478835988
5309,164.33992989417982
5310,81.15450793650791
5311,71.23595634920633
5312,45.98477248677249
5313,39.526484006733995
5314,40.86061760461757
5315,55.75323412698416
5316,170.68656084656084
5317,298.5355707671957
5318,330.90477447089955
5319,286.96270899470886
5320,238.08069757094748
5321,281.87014243626726
5322,273.0959378306876
5323,295.9453042328041
5324,279.3652991822992
5325,291.9900958994709
5326,291.81064021164025
5327,358.15564550264565
5328,358.8563260582012
5329,344.5885324074075
5330,332.9711792328043
5331,213.4430403439154
5332,161.9370297619048
5333,160.2477341269841
5334,134.18605687830689
5335,146.09869642857146
5336,125.9854212962962
5337,81.2248809523809
5338,118.68566732804224
5339,141.9189543650794
5340,192.88758796296295
5341,287.0375846560847
5342,363.51455621693145
5343,331.5448617724869
5344,308.57730158730163
5345,310.2056944444445
5346,308.23494444444435
5347,273.93003703703704
5348,209.5176406926407
5349,215.46108267195777
5350,215.75235515873015
5351,277.78358796296294
5352,296.05049272486775
5353,312.1158035714286
5354,321.0311871693122
5355,309.2475753968255
5356,271.7679737253486
5357,210.1732878787879
5358,196.6570205026455
5359,176.71419907407395
5360,168.82193981481475
5361,169.54053523328517
5362,164.4126276455026
5363,179.5290436507936
5364,201.53883531746033
5365,307.1075714285714
5366,358.89902447089946
5367,309.09298809523807
5368,285.6672962962963
5369,304.79325000000006
5370,325.8893478835978
5371,327.24299867724875
5372,305.41155555555565
5373,289.9859219576721
5374,724.7388207671954
5375,1033.2160277777775
5376,1032.9697777777776
5377,1013.390992063492
5378,800.0015416666665
5379,642.1197685185183
5380,341.26937499999985
5381,462.3669437830689
5382,560.5070813492061
5383,287.4511652236652
5384,169.597666005291
5385,113.8831216931216
5386,125.31405820105816
5387,76.27365008140006
5388,124.21707407407406
5389,261.2075264550266
5390,505.5338572631072
5391,452.0337711640208
5392,247.7236492303993
5393,201.5196779100529
5394,389.41333928571424
5395,246.7774501563252
5396,228.37948743386252
5397,277.0795158730161
5398,382.7020628306878
5399,427.2961091269839
5400,631.2063796897547
5401,943.251561507936
5402,729.959925324675
5403,572.6022521043768
5404,569.1667613636363
5405,499.2865072751318
5406,208.9457691798942
5407,110.3422268518518
5408,105.49593650793643
5409,65.72137962962967
5410,70.88948544973545
5411,109.9654146825396
5412,112.56180886243382
5413,286.1496547619048
5414,560.9203294853293
5415,299.8155178571431
5416,279.2570337301589
5417,220.0918181216931
5418,258.7395271164023
5419,487.6467777777773
5420,487.32675396825374
5421,488.0316984126979
5422,746.5428717532465
5423,751.0041753246751
5424,1032.265488095238
5425,961.87658531746
5426,632.9267315416065
5427,224.56712433862432
5428,161.2701177248677
5429,163.79403571428574
5430,151.2569788359789
5431,107.70686177248672
5432,108.74124933862426
5433,69.67673341473345
5434,67.11367857142858
5435,63.852177248677265
5436,116.77558002645502
5437,218.56949669312172
5438,299.05896693121696
5439,363.6502738095238
5440,248.2165264550264
5441,337.6052824074073
5442,397.15713492063475
5443,379.86545171957664
5444,244.23065157527657
5445,345.98861958874465
5446,355.3648690476189
5447,359.6004384920634
5448,457.6224067460317
5449,637.4218399470897
5450,442.4145814694563
5451,221.1137993025493
5452,224.4535901274651
5453,218.3657157888408
5454,251.645962962963
5455,199.6985052910053
5456,184.6672817460316
5457,130.9849126984127
5458,134.26840542328046
5459,125.6963187830688
5460,116.7636514550264
5461,138.494382936508
5462,72.93934986772486
5463,131.54452447089955
5464,193.0805522486771
5465,157.1611494708994
5466,141.37449430199433
5467,117.69746705146706
5468,130.1301415343917
5469,203.75229960317455
5470,204.25828637566133
5471,231.96879563492053
5472,482.5175244708991
5473,703.5316991341991
5474,303.0878715728716
5475,134.7183538359789
5476,136.53746494709006
5477,154.52383549783548
5478,137.89009457671972
5479,115.90825727513229
5480,69.1918181216931
5481,64.35401124338631
5482,68.76247222222223
5483,110.04042129629622
5484,119.81364748677235
5485,370.9914265873017
5486,602.6254041005291
5487,428.02622817460326
5488,399.6575555555557
5489,354.2749087301586
5490,442.008982142857
5491,536.6580099206352
5492,510.68782341269866
5493,565.6666693121695
5494,780.0633630952376
5495,1033.130472222222
5496,1033.130472222222
5497,1006.9469424603172
5498,883.7401765873013
5499,427.7473974867726
5500,429.2552136243387
5501,182.9799704184704
5502,209.2411402116402
5503,134.86864351851852
5504,92.56139153439146
5505,92.68947486772484
5506,68.43296031746034
5507,110.9687784391534
5508,130.31770304232802
5509,361.7627261904763
5510,611.3059378306875
5511,481.32838624338666
5512,393.7520515873016
5513,422.93135251322735
5514,617.5234880351131
5515,513.9016970899469
5516,645.6077532467534
5517,771.6574742063489
5518,837.8083234126985
5519,1033.130472222222
5520,1031.4499166666665
5521,956.5397083333328
5522,693.4642902837907
5523,203.25470322270323
5524,138.20113955026451
5525,151.97387169312168
5526,166.52635052910043
5527,104.58168121693122
5528,66.88053235653238
5529,67.09956679894182
5530,56.57877777777782
5531,75.9387353988604
5532,155.1519107142857
5533,374.92111111111114
5534,688.7335720899471
5535,235.26356415343903
5536,308.9239742063493
5537,248.0192061087062
5538,357.0511924603173
5539,502.175923280423
5540,445.62748544973545
5541,243.08630603655604
5542,216.590518999519
5543,243.11632539682537
5544,453.73901322751306
5545,258.77576388888883
5546,235.35136772486769
5547,142.1175363756614
5548,121.99971031746028
5549,136.4242447089947
5550,72.24628968253965
5551,78.58591269841271
5552,64.97051256613756
5553,63.246856481481515
5554,60.129788359788314
5555,72.32213822751324
5556,149.00225793650787
5557,371.5850119047621
5558,592.0520264550264
5559,407.5357202380953
5560,374.1406964285714
5561,242.58707251082268
5562,234.764557960558
5563,245.28790121452627
5564,302.14009349446866
5565,594.8652374939874
5566,692.870728054353
5567,955.1682083333326
5568,771.7038345959595
5569,236.7747605820105
5570,228.16771957671943
5571,125.35407341269836
5572,78.7605277777778
5573,86.53089412901917
5574,76.56591203703704
5575,62.17798719336223
5576,50.35272685185189
5577,49.677888227513264
5578,55.65753373015875
5579,112.79659788359788
5580,115.38967394179892
5581,276.00160978835993
5582,473.93754695767205
5583,321.5629126984127
5584,142.81373611111107
5585,225.8411845238094
5586,532.6060913900914
5587,675.2908108465613
5588,703.3627782587786
5589,505.7458214285715
5590,229.7175185185184
5591,353.49132539682523
5592,484.8768048941795
5593,261.2751724987976
5594,132.84626256613765
5595,145.1852294973546
5596,146.81046693121695
5597,174.4378776455027
5598,197.88574603174604
5599,123.89571362433864
5600,115.37990740740725
5601,110.27454960317458
5602,80.91510317460317
5603,77.86140608465612
5604,122.73422089947093
5605,219.63122156084657
5606,275.90004088504094
5607,266.58471350408865
5608,230.03473875661365
5609,462.6513948412696
5610,454.57823214285696
5611,361.0280641534391
5612,361.895953042328
5613,329.7464742063491
5614,459.0193988095236
5615,453.4061249999998
5616,533.0730998677244
5617,670.4036242784994
5618,436.31491468253967
5619,230.76521230158707
5620,214.10328902116385
5621,166.26665644540645
5622,142.7154318783069
5623,108.25565542328036
5624,108.18960912698404
5625,71.91443783068782
5626,46.372490079365114
5627,48.24436177248681
5628,36.24269775132276
5629,41.36081415343915
5630,69.81939809727308
5631,116.04119246031745
5632,192.54275499037996
5633,205.4088154761904
5634,169.49598015873008
5635,170.82064682539675
5636,135.15395039682537
5637,182.2894576719577
5638,207.2132896825394
5639,218.84892261904747
5640,836.4833446969693
5641,632.1382630471384
5642,473.6089801587298
5643,438.22390025252537
5644,229.31983615921092
5645,220.21218338143336
5646,297.97201388888885
5647,459.8872764550261
5648,354.03526984126955
5649,302.41644113756627
5650,260.4637294973544
5651,238.95469907407409
5652,166.1072369528619
5653,124.37669113756613
5654,145.99863558201062
5655,185.15373809523803
5656,214.64632076719585
5657,247.7581034151034
5658,242.0633932178933
5659,223.92560052910048
5660,127.8712817460317
5661,185.9623578042327
5662,270.1013900913902
5663,409.74982539682514
5664,512.0752810846561
5665,414.66465079365054
5666,271.13575517075526
5667,264.93128294853295
5668,262.4667128427128
5669,231.11378986291476
5670,214.51086904761905
5671,130.36790674603174
5672,74.87723544973545
5673,55.03881547619048
5674,45.676953042328066
5675,54.50717063492067
5676,53.163363095238125
5677,144.637830026455
5678,392.3426507936508
5679,603.8499258658005
5680,591.0238028499278
5681,842.7238115079367
5682,681.3092942520442
5683,773.8403412698409
5684,969.6614067460316
5685,834.5904067460317
5686,840.7660873015875
5687,989.110053571428
5688,1014.3439007936504
5689,998.9238908730152
5690,1035.3056388888888
5691,783.6390322270324
5692,465.796025793651
5693,232.1440257936507
5694,107.97704695767194
5695,229.5083994708994
5696,189.70113690476185
5697,70.15262169312169
5698,51.79875859788361
5699,48.95375661375664
5700,65.8089093915344
5701,124.81585383597886
5702,229.54096031746036
5703,500.50958399470915
5704,474.8581792328042
5705,398.3931289682539
5706,400.4990515873014
5707,287.2175928330929
5708,287.4671512145262
5709,279.4815449735451
5710,275.63374140211664
5711,358.39905952380957
5712,469.23181481481464
5713,667.8777459716205
5714,397.3759248436748
5715,239.6151587301588
5716,242.58251076238585
5717,238.48455291005283
5718,164.4158044131794
5719,105.74670436507932
5720,80.81979426129426
5721,67.02721296296296
5722,53.55341071428574
5723,48.846753968254
5724,66.08571957671958
5725,75.69718915343913
5726,452.88967526455014
5727,484.59888955026446
5728,308.59161850649355
5729,277.61067526455025
5730,266.8296335978837
5731,279.02955820105814
5732,334.9830741943242
5733,335.9916674482925
5734,319.9633698292448
5735,357.66983201058196
5736,1034.5847777777774
5737,835.9260530303035
5738,593.6131839826837
5739,460.63637169312153
5740,463.3930423280422
5741,217.06535533910545
5742,133.000957010582
5743,154.42542015392016
5744,121.64977711640203
5745,59.498151214526224
5746,53.9140773809524
5747,53.83240939153439
5748,57.69552777777779
5749,111.78709920634915
5750,237.3827857142858
5751,981.1651091269836
5752,622.897228114478
5753,646.1386118326119
5754,414.868093253968
5755,477.8542876984123
5756,608.6975595839348
5757,591.3143446969696
5758,760.3803532948525
5759,1031.6959047619046
5760,1036.0930436507936
5761,468.1836421957672
5762,267.3790291005292
5763,233.0169246031745
5764,180.44309722222212
5765,134.01012800625298
5766,107.06958928571424
5767,157.67613293650797
5768,163.84275
5769,119.04418121693118
5770,66.42355886243385
5771,52.663556216931255
5772,62.8782242063492
5773,116.63075462962956
5774,244.86401851851855
5775,277.7317255291007
5776,162.9608492063492
5777,242.67986682299184
5778,382.253623015873
5779,411.94782503607496
5780,452.8653928571424
5781,378.8487773569023
5782,448.6420813492061
5783,448.00030753968247
5784,386.97735714285704
5785,246.62361375661368
5786,231.71225829725827
5787,298.0331526575278
5788,156.23539520202013
5789,154.73642694805187
5790,128.25808531746037
5791,153.71315939153442
5792,112.28761177248676
5793,76.25989387926887
5794,59.927652777777745
5795,40.22026124338624
5796,38.0236164021164
5797,34.041057539682534
5798,38.323928571428574
5799,42.681667328042344
5800,43.83882010582012
5801,49.62560780423281
5802,62.572982142857136
5803,64.7106944444444
5804,66.01212698412694
5805,65.72928571428567
5806,55.43135119047617
5807,76.0317685185185
5808,390.0068458994709
5809,312.65481084656085
5810,321.6614391534393
5811,255.2259695767197
5812,143.84036441798943
5813,45.59716071428574
5814,46.22890873015877
5815,45.90845400432902
5816,36.46094101731602
5817,20.090692460317474
5818,18.52134986772487
5819,18.07044312169312
5820,18.252332010582013
5821,42.74128571428572
5822,139.55925992063493
5823,121.92607407407394
5824,84.74575444925443
5825,80.82978108465598
5826,87.91156397306395
5827,113.15795436507938
5828,178.34825529100527
5829,149.65059259259257
5830,230.29753240740743
5831,456.3308366402117
5832,885.5252180735926
5833,896.8635174963922
5834,314.7281792328044
5835,221.28070039682535
5836,138.10025925925913
5837,128.55833399470896
5838,65.94189285714289
5839,57.011676587301594
5840,47.241097883597895
5841,43.28928769841268
5842,32.332312049062025
5843,39.13757936507934
5844,50.660027777777806
5845,124.59473875661368
5846,322.9002969576719
5847,320.22213425925924
5848,295.13424603174604
5849,311.1192208994708
5850,184.57620171957677
5851,211.2368478835979
5852,244.37935119047617
5853,248.1442817460315
5854,134.1944821428572
5855,137.3312089947089
5856,424.5281759860511
5857,624.2515904280901
5858,558.1929463684469
5859,281.5379318783067
5860,75.39977843915341
5861,55.588224206349224
5862,46.049878968253985
5863,46.23741468253969
5864,46.71881613756616
5865,23.588815476190486
5866,17.732729497354498
5867,21.75341203703702
5868,30.71815542328043
5869,37.81264814814813
5870,103.97544312169316
5871,172.36216335978838
5872,110.42580224867724
5873,67.84576671476673
5874,110.45876851851853
5875,140.12923082010565
5876,256.067560846561
5877,195.48766071428577
5878,269.3249781746032
5879,282.3336488095238
5880,275.22493055555543
5881,491.2813340548339
5882,661.946747835498
5883,424.7082751924005
5884,196.94340674603177
5885,272.024828042328
5886,249.5639510582012
5887,177.27973015873013
5888,106.93349801587306
5889,89.3738531746032
5890,72.05999140211637
5891,73.37701322751316
5892,107.31032341269842
5893,131.49641600529097
5894,396.87218320105785
5895,932.1286071428568
5896,730.321105820106
5897,603.0465410052913
5898,319.80035317460306
5899,269.07762301587303
5900,495.1482745310243
5901,355.2343458994709
5902,338.19075980038457
5903,247.62926521164025
5904,469.5471197691197
5905,409.0263135521885
5906,633.2593000841745
5907,553.7773848605101
5908,79.39438407888412
5909,73.75835449735452
5910,75.74932293169793
5911,92.48730952380954
5912,48.0449900793651
5913,35.601344576719555
5914,40.117925144300145
5915,40.12973082010582
5916,40.813724867724865
5917,45.56535317460323
5918,110.73681812169303
5919,155.20533664021173
5920,121.38936507936504
5921,135.8926878306878
5922,124.5495066137566
5923,170.9922962962963
5924,232.08288888888885
5925,248.2002222222222
5926,206.12787632275115
5927,261.0021851851851
5928,480.9204781746034
5929,676.3080626503126
5930,507.474034391534
5931,376.6907101972103
5932,127.29643915343914
5933,123.08247486772478
5934,81.38811815499314
5935,78.73008839308838
5936,62.76357846320349
5937,54.476268518518545
5938,79.33032450419948
5939,63.4722116402116
5940,67.0199841871092
5941,58.39047685185183
5942,182.98365379990375
5943,187.7850340909091
5944,427.6775098003852
5945,500.9913785473783
5946,500.3363428330929
5947,438.45637818662846
5948,373.9472862554114
5949,203.43869793169787
5950,239.99585052910052
5951,189.12808152958144
5952,155.87651689514212
5953,168.9565321067821
5954,221.59745965608468
5955,83.36215939153439
5956,40.46241720779223
5957,43.864777777777824
5958,38.80655212842714
5959,38.3000560966811
5960,24.142786375661395
5961,22.36137962962964
5962,20.3573716931217
5963,17.458931216931223
5964,17.583335978835986
5965,17.109070105820116
5966,16.89937566137566
5967,16.89937566137566
5968,17.30017724867725
5969,17.495107804232806
5970,24.39037764550264
5971,27.655942460317455
5972,33.08662235449736
5973,24.021953042328036
5974,30.01210978835977
5975,37.63865133477637
5976,67.2796369047619
5977,57.91721236171237
5978,57.43543061568062
5979,55.001886904761925
5980,33.79138029100529
5981,46.83497883597888
5982,29.22261772486771
5983,23.998767857142862
5984,18.127230158730164
5985,17.86298015873016
5986,16.006162037037043
5987,15.371248677248678
5988,20.503431878306888
5989,41.439583994709
5990,172.37132407407424
5991,236.3119318783068
5992,134.75558531746034
5993,126.07311441798942
5994,128.8539279100529
5995,129.0282764550264
5996,127.69390608465604
5997,128.8721157407407
5998,155.67411879324382
5999,290.54017328042306
6000,548.8748492063492
6001,529.6872400793648
6002,545.2931567460316
6003,229.3021937830686
6004,100.74535034872534
6005,78.38622949735448
6006,78.26427380952373
6007,53.48584523809526
6008,43.04032076719577
6009,24.550410714285725
6010,19.34476719576721
6011,18.77638425925927
6012,24.195392857142853
6013,55.57763822751321
6014,481.16658928571405
6015,767.2208410894656
6016,563.5248353174604
6017,444.6779629629629
6018,253.3745681216931
6019,249.11872420634924
6020,309.3587281746032
6021,211.47397883597884
6022,282.88114087301585
6023,464.73701984126967
6024,602.5324682539677
6025,392.1813101851852
6026,437.9213273809525
6027,321.8017202380954
6028,166.22773346560837
6029,134.07011772486786
6030,81.5897691798942
6031,73.97919642857144
6032,55.752196428571445
6033,40.03032473544974
6034,25.33311507936508
6035,33.46082329244827
6036,42.73827447089948
6037,63.678444624819605
6038,411.58771230158726
6039,553.5943974867722
6040,422.6884332010584
6041,282.3500548941797
6042,411.50433796296306
6043,577.6094715608464
6044,602.3709530423278
6045,558.4257466931214
6046,566.7985813492061
6047,1018.309992063492
6048,1075.6005357142858
6049,911.9625791847038
6050,594.7647619047619
6051,613.8152061688311
6052,222.06214802789793
6053,146.28669841269834
6054,188.7919305555555
6055,90.90838695563694
6056,102.31169973544976
6057,63.47985052910049
6058,63.8540085978836
6059,61.36390476190475
6060,106.96997817460316
6061,188.09216071428577
6062,623.1559107142857
6063,828.1026049783545
6064,744.6506078042331
6065,647.305806216931
6066,560.1235119047619
6067,432.29817526455025
6068,451.5527182539685
6069,454.411482804233
6070,495.25423106060623
6071,500.0676814574318
6072,618.36489532227
6073,665.7794316378066
6074,731.9494547859548
6075,516.6933744588746
6076,305.1294272486771
6077,213.66022408609908
6078,148.63840674603185
6079,110.13396428571428
6080,65.34538137325639
6081,48.71364616402121
6082,45.410503968254
6083,37.66632473544971
6084,38.69347342472344
6085,84.72942635605136
6086,617.1703088624332
6087,731.5821189874943
6088,590.2412129629629
6089,391.4379684343433
6090,280.8595232683982
6091,455.6206956469457
6092,579.2261611952858
6093,528.464567821068
6094,611.9388563011062
6095,789.5940357142853
6096,796.7953906926405
6097,859.1655119047617
6098,874.9421592111589
6099,391.44261970899464
6100,85.10498082010582
6101,99.18944775132272
6102,87.04425859788357
6103,100.30274933862424
6104,81.27791931216929
6105,69.50761706349208
6106,42.07067063492063
6107,31.88333399470898
6108,47.95826190476194
6109,103.91879960317456
6110,180.3690522486774
6111,343.408904761905
6112,386.889792989418
6113,212.01261243386253
6114,156.2227735551485
6115,161.2485085978836
6116,184.0380846560846
6117,162.07030026455024
6118,176.8923915343914
6119,506.84156547619
6120,703.8415309042814
6121,165.40255224867718
6122,141.6284847883597
6123,121.2242103174603
6124,121.7872797619048
6125,131.16342261904774
6126,278.5206865079365
6127,136.96838161375663
6128,76.74751917989421
6129,74.5923068783069
6130,93.77540476190478
6131,47.388880952380994
6132,47.97845634920637
6133,56.03206084656087
6134,68.00941732804233
6135,97.5549484126984
6136,101.65458730158728
6137,109.23918001443
6138,158.8692665343915
6139,194.38207407407415
6140,130.6573699633699
6141,101.19955092592592
6142,133.42437591575083
6143,217.06988955026455
6144,228.9671041967291
6145,136.30145436507934
6146,111.80806096681098
6147,122.39002182539686
6148,120.8716567460318
6149,130.32802182539692
6150,77.99373743386245
6151,100.0084669312169
6152,69.31215343915349
6153,53.97130224867726
6154,41.19946362433862
6155,42.890109126984115
6156,65.59160846560847
6157,109.74630753968246
6158,311.1677976190478
6159,639.4568941798942
6160,637.8158564814817
6161,398.0792592592592
6162,355.4204966931216
6163,534.9961686507942
6164,586.304430555556
6165,521.337453703704
6166,545.9484113756615
6167,600.7455820105821
6168,1037.368720238095
6169,1070.222511904762
6170,1015.8485416666666
6171,509.4798855820104
6172,304.8708379629629
6173,212.62704828042328
6174,177.68641997354516
6175,115.66267129629624
6176,90.82659589947087
6177,104.16435119047614
6178,110.8227962962964
6179,107.75039153439144
6180,120.3452546296296
6181,181.58107509620015
6182,632.7043538359788
6183,803.3879171476669
6184,922.3527023809517
6185,733.2106058201057
6186,751.1867751322748
6187,748.8065211640211
6188,1073.8924007936512
6189,727.4765846560846
6190,739.3728227513225
6191,1069.2254841269844
6192,1067.5697341269845
6193,1068.061011904762
6194,1068.5979563492062
6195,939.5413055555556
6196,665.299852994228
6197,513.9214351851851
6198,513.139726851852
6199,271.63811772486775
6200,211.9779537037036
6201,150.589416005291
6202,83.02574338624333
6203,64.39284589947093
6204,74.91855092592597
6205,162.17730026455018
6206,515.6192923280422
6207,547.2186693121693
6208,471.84668488455975
6209,389.6121646825395
6210,175.0569001322752
6211,183.7065
6212,320.2651355820107
6213,288.34510978835965
6214,397.0270496031744
6215,622.0469239417989
6216,845.482659391534
6217,998.5014880952384
6218,1008.9404742063492
6219,740.1248164381915
6220,577.3637843915342
6221,489.2530021645025
6222,491.2514474506975
6223,492.0957702020203
6224,310.61257341269817
6225,170.77491005291006
6226,188.9169444444445
6227,190.34944841269845
6228,165.144046957672
6229,195.4460873015874
6230,522.1897050264547
6231,690.0205853174606
6232,635.8311752645496
6233,300.30940476190517
6234,206.43723611111116
6235,211.37773148148145
6236,297.106208994709
6237,305.2246011904762
6238,331.83023809523814
6239,532.1732427248674
6240,649.1821580687833
6241,426.60594973545
6242,277.72935383597877
6243,249.67908796296308
6244,136.0863882275132
6245,127.71127747715252
6246,196.40880952380945
6247,203.01487301587295
6248,136.3211349206348
6249,107.89945833333338
6250,112.0448915343916
