Datetime,CO(GT),NMHC(GT),T,RH,AH,hour,dayofweek,month
2004-10-04 16:00:00,2.564958664021168,311.95157341269856,28.9,36.3,1.4291,16,0,10
2004-10-04 17:00:00,4.18738195045695,356.9049464285714,28.4,37.5,1.4251,17,0,10
2004-10-04 18:00:00,6.2159703102453125,381.0425337301588,26.0,43.9,1.4562,18,0,10
2004-10-04 19:00:00,6.181982810245312,363.2017764550266,24.3,49.6,1.486,19,0,10
2004-10-04 20:00:00,2.789631990231991,291.49511772486767,23.3,53.0,1.4939,20,0,10
2004-10-04 21:00:00,1.961293846687833,191.20884145021637,22.6,55.1,1.4899,21,0,10
2004-10-04 22:00:00,1.8656936095707815,175.57238576238572,21.2,59.3,1.4787,22,0,10
2004-10-04 23:00:00,1.6025191842585973,156.82571626984128,20.6,60.9,1.4642,23,0,10
2004-10-05 00:00:00,1.403475308685666,124.02218584656075,20.0,63.1,1.4592,0,1,10
2004-10-05 01:00:00,0.7661096124359913,63.65527182539681,19.7,63.4,1.4383,1,1,10
2004-10-05 02:00:00,0.5590733064923317,47.02992291967292,20.8,58.8,1.4305,2,1,10
2004-10-05 03:00:00,0.5394115430011324,49.31249669312172,17.8,69.8,1.4058,3,1,10
2004-10-05 04:00:00,0.5548040933407201,44.71104828042328,18.8,65.3,1.4023,4,1,10
2004-10-05 05:00:00,0.7872281863071786,70.68255886243385,17.6,69.5,1.3889,5,1,10
2004-10-05 06:00:00,1.6339417971743568,148.99917592592595,17.4,69.7,1.3714,6,1,10
2004-10-05 07:00:00,3.8436198574086764,330.6776613756614,17.4,70.1,1.3783,7,1,10
2004-10-05 08:00:00,3.367801653439161,312.5287764550263,18.5,65.5,1.3787,8,1,10
2004-10-05 09:00:00,2.7614886536100856,290.77919378306865,20.6,58.5,1.4054,9,1,10
2004-10-05 10:00:00,2.97161468253968,295.6319874338624,23.9,48.7,1.4269,10,1,10
2004-10-05 11:00:00,2.631602822402568,296.4033630952379,26.0,43.8,1.4499,11,1,10
2004-10-05 12:00:00,4.382706082757401,355.4680257936507,28.6,37.3,1.4423,12,1,10
2004-10-05 13:00:00,2.718061759529959,326.7291785714285,27.9,38.0,1.4029,13,1,10
2004-10-05 14:00:00,2.5094409976848797,288.96966865079355,28.4,37.6,1.4282,14,1,10
2004-10-05 15:00:00,2.181219478708996,235.82766516354002,28.5,37.3,1.4329,15,1,10
2004-10-05 16:00:00,2.707278250915755,309.520876984127,30.8,31.8,1.3908,16,1,10
2004-10-05 17:00:00,4.681023272512089,364.6713690476192,29.7,33.1,1.3546,17,1,10
2004-10-05 18:00:00,6.149352849927852,385.7959265873017,27.0,40.2,1.4158,18,1,10
2004-10-05 19:00:00,6.231240674603179,371.56831216931215,25.6,47.5,1.539,19,1,10
2004-10-05 20:00:00,3.7307662698412702,305.0398339947092,23.9,57.2,1.6774,20,1,10
2004-10-05 21:00:00,2.6971057539682546,270.6001296296297,22.7,60.8,1.6582,21,1,10
2004-10-05 22:00:00,1.9493785027010035,198.841316979317,21.8,59.9,1.5492,22,1,10
2004-10-05 23:00:00,1.7875150452021251,167.9578796296296,22.4,58.3,1.561,23,1,10
2004-10-06 00:00:00,1.4912823565839548,127.08271494708991,21.7,60.2,1.5442,0,2,10
2004-10-06 01:00:00,1.0884916202696362,85.98306674806673,21.2,61.4,1.5258,1,2,10
2004-10-06 02:00:00,0.8913481264941279,73.56580748880744,19.3,68.4,1.513,2,2,10
2004-10-06 03:00:00,0.6168674925673907,57.423153860028904,19.8,65.1,1.49,3,2,10
2004-10-06 04:00:00,0.5246206941215239,54.32100859788362,20.0,62.9,1.4495,4,2,10
2004-10-06 05:00:00,0.6841295077518209,59.24958267195769,18.3,68.5,1.4291,5,2,10
2004-10-06 06:00:00,1.5235391094655126,129.20861904761904,18.1,68.5,1.4067,6,2,10
2004-10-06 07:00:00,3.1118589285714275,301.81115476190473,17.6,70.5,1.4057,7,2,10
2004-10-06 08:00:00,3.9836548922812094,339.55862367724876,18.3,67.8,1.4091,8,2,10
2004-10-06 09:00:00,3.759819767221082,308.5154047619046,20.4,61.2,1.447,9,2,10
2004-10-06 10:00:00,2.4014527940389363,239.42057208994714,22.5,55.6,1.499,10,2,10
2004-10-06 11:00:00,2.719308825933391,274.6229054232803,25.7,46.4,1.507,11,2,10
2004-10-06 12:00:00,2.5467768230963856,263.24514550264547,26.8,44.6,1.5467,12,2,10
2004-10-06 13:00:00,2.7265572386318024,275.0670496031745,26.0,46.4,1.5414,13,2,10
2004-10-06 14:00:00,2.226730974777828,228.86415740740748,26.3,46.0,1.5478,14,2,10
2004-10-06 15:00:00,2.662489636168102,284.01067460317455,27.4,43.9,1.5811,15,2,10
2004-10-06 16:00:00,2.6678520758562416,280.8062638888889,29.6,36.7,1.4936,16,2,10
2004-10-06 17:00:00,3.6468029882154878,332.522136904762,28.7,37.3,1.4486,17,2,10
2004-10-06 18:00:00,4.27615112243994,339.1706646825397,25.7,44.1,1.4331,18,2,10
2004-10-06 19:00:00,6.209344246031753,363.95302645502653,24.5,49.5,1.5022,19,2,10
2004-10-06 20:00:00,5.170516865079372,337.2453895502646,23.3,54.4,1.5386,20,2,10
2004-10-06 21:00:00,2.56765424997456,257.2089755291006,22.4,57.9,1.5449,21,2,10
2004-10-06 22:00:00,1.9317516494298035,186.2438730158729,22.7,55.8,1.5218,22,2,10
2004-10-06 23:00:00,1.9953537652622488,191.87464369889366,20.4,62.4,1.4758,23,2,10
2004-10-07 00:00:00,1.882733794137007,177.33860780423274,20.3,64.2,1.5063,0,3,10
2004-10-07 01:00:00,1.0561836333379866,83.19980484330482,21.4,60.6,1.5236,1,3,10
2004-10-07 02:00:00,0.7490404555677307,61.164155844155864,20.3,66.3,1.5657,2,3,10
2004-10-07 03:00:00,0.633414480736051,57.48309830447334,20.9,62.2,1.5182,3,3,10
2004-10-07 04:00:00,0.6085457477756705,53.514762566137584,19.9,66.1,1.5198,4,3,10
2004-10-07 05:00:00,0.8693797523362478,72.78068711843716,19.8,67.1,1.5305,5,3,10
2004-10-07 06:00:00,1.5226792474027164,137.0934272486773,20.1,64.4,1.4967,6,3,10
2004-10-07 07:00:00,2.85822400793651,264.9608101851852,19.7,66.4,1.5035,7,3,10
2004-10-07 08:00:00,5.559984391534399,351.8942466931216,20.9,62.4,1.5226,8,3,10
2004-10-07 09:00:00,3.0290349415204676,283.5631739417989,22.5,57.0,1.5314,9,3,10
2004-10-07 10:00:00,2.7519910714285745,263.652333994709,23.5,53.4,1.5241,10,3,10
2004-10-07 11:00:00,2.048077455003155,218.2300985449736,24.7,48.2,1.4802,11,3,10
2004-10-07 12:00:00,2.2595165772581205,250.50232010582005,27.1,40.9,1.4405,12,3,10
2004-10-07 13:00:00,2.308985889131899,254.80528042328044,25.9,44.2,1.4576,13,3,10
2004-10-07 14:00:00,2.366788885658646,262.3910343915343,26.9,41.8,1.4555,14,3,10
2004-10-07 15:00:00,2.1972480833452788,232.00855291005297,27.2,40.7,1.4481,15,3,10
2004-10-07 16:00:00,2.9,315.7786653439154,28.6,37.6,1.4468,16,3,10
2004-10-07 17:00:00,5.4,767.5973566017313,28.0,38.5,1.437,17,3,10
2004-10-07 18:00:00,5.3,721.8443638768639,25.2,45.8,1.4464,18,3,10
2004-10-07 19:00:00,6.7,996.2539325396823,24.0,50.6,1.4892,19,3,10
2004-10-07 20:00:00,7.0,1020.4560515873014,23.2,54.7,1.5296,20,3,10
2004-10-07 21:00:00,2.8,260.7727685185188,22.3,57.1,1.5219,21,3,10
2004-10-07 22:00:00,1.7,168.46837499999992,21.8,58.2,1.5036,22,3,10
2004-10-07 23:00:00,1.7,167.93399206349204,20.9,61.3,1.4923,23,3,10
2004-10-08 00:00:00,1.7,147.19284656084662,20.6,62.0,1.4827,0,4,10
2004-10-08 01:00:00,1.2,105.0705205026455,20.3,62.5,1.472,1,4,10
2004-10-08 02:00:00,0.7,59.286525553150554,20.5,62.1,1.4771,2,4,10
2004-10-08 03:00:00,0.7,60.0192867965368,18.7,68.5,1.4586,3,4,10
2004-10-08 04:00:00,0.8,66.01880153642657,18.2,70.3,1.4498,4,4,10
2004-10-08 05:00:00,0.9,103.31484656084648,18.2,70.1,1.4552,5,4,10
2004-10-08 06:00:00,1.7,153.74463293650794,18.2,70.0,1.4519,6,4,10
2004-10-08 07:00:00,5.7,780.918117063492,19.4,66.5,1.4801,7,4,10
2004-10-08 08:00:00,4.3,560.5211944444443,19.5,66.9,1.4999,8,4,10
2004-10-08 09:00:00,3.9,510.3137031625782,21.1,61.1,1.5056,9,4,10
2004-10-08 10:00:00,5.1,745.6487189754688,23.2,54.7,1.5349,10,4,10
2004-10-08 11:00:00,3.7,463.99870370370354,24.4,52.5,1.5807,11,4,10
2004-10-08 12:00:00,3.3,410.75451587301575,26.4,45.8,1.553,12,4,10
2004-10-08 13:00:00,3.6,474.6765687830687,27.7,39.2,1.4356,13,4,10
2004-10-08 14:00:00,3.2,391.3705277777776,28.0,39.6,1.4738,14,4,10
2004-10-08 15:00:00,3.5,445.99207611832566,28.7,38.4,1.486,15,4,10
2004-10-08 16:00:00,2.4,288.15755820105807,28.5,39.4,1.5147,16,4,10
2004-10-08 17:00:00,2.9,359.1495185185187,28.4,39.8,1.5191,17,4,10
2004-10-08 18:00:00,2.3,305.8421263227515,26.4,45.9,1.5572,18,4,10
2004-10-08 19:00:00,3.1,431.13828439153434,25.2,49.5,1.5665,19,4,10
2004-10-08 20:00:00,2.9,295.68067195767213,24.9,50.9,1.5856,20,4,10
2004-10-08 21:00:00,1.5,184.0469351851851,24.6,52.2,1.5951,21,4,10
2004-10-08 22:00:00,1.5,163.82713624338612,24.0,54.4,1.6049,22,4,10
2004-10-08 23:00:00,1.7,156.53802777777776,23.8,56.1,1.6298,23,4,10
2004-10-09 00:00:00,1.6,144.56359391534394,22.3,60.6,1.608,0,5,10
2004-10-09 01:00:00,1.3,116.79024603174611,21.9,61.5,1.5967,1,5,10
2004-10-09 02:00:00,1.4,114.55420568783066,21.1,64.5,1.594,2,5,10
2004-10-09 03:00:00,0.9,87.23608465608464,21.0,64.4,1.5828,3,5,10
2004-10-09 04:00:00,0.9,78.87376851851852,21.3,63.9,1.5951,4,5,10
2004-10-09 05:00:00,1.3,114.44898148148148,20.8,66.7,1.6201,5,5,10
2004-10-09 06:00:00,1.3,123.66258068783071,20.6,67.5,1.621,6,5,10
2004-10-09 07:00:00,2.9,284.9964576719578,20.9,66.3,1.6165,7,5,10
2004-10-09 08:00:00,3.2,373.2492142857143,21.5,63.7,1.6186,8,5,10
2004-10-09 09:00:00,3.4,379.806944083694,23.7,56.0,1.6238,9,5,10
2004-10-09 10:00:00,3.6,454.82528968253956,26.0,48.2,1.598,10,5,10
2004-10-09 11:00:00,2.3,269.938503968254,28.5,42.4,1.6286,11,5,10
2004-10-09 12:00:00,3.1,391.77726683501686,28.1,45.3,1.6957,12,5,10
2004-10-09 13:00:00,3.3,367.3626257215006,29.0,43.9,1.7309,13,5,10
2004-10-09 14:00:00,1.9,201.29469246031738,28.9,44.3,1.7392,14,5,10
2004-10-09 15:00:00,2.6,311.49914616402117,29.6,42.3,1.7248,15,5,10
2004-10-09 16:00:00,2.7,298.3604437830689,29.4,42.9,1.7308,16,5,10
2004-10-09 17:00:00,3.7,474.27447023809526,28.7,45.1,1.7468,17,5,10
2004-10-09 18:00:00,3.8,484.9210429894178,27.0,51.2,1.7928,18,5,10
2004-10-09 19:00:00,4.8,690.2439861712365,26.5,52.7,1.7966,19,5,10
2004-10-09 20:00:00,3.5,412.882829004329,26.2,51.7,1.7334,20,5,10
2004-10-09 21:00:00,2.2,198.26826984126984,24.8,56.4,1.7447,21,5,10
2004-10-09 22:00:00,1.5,152.89936507936505,24.9,56.0,1.7367,22,5,10
2004-10-09 23:00:00,3.4,311.3372941919193,24.5,57.5,1.7433,23,5,10
2004-10-10 00:00:00,3.7,418.58811574074076,24.7,56.9,1.7438,0,6,10
2004-10-10 01:00:00,2.0,189.83521230158732,23.9,59.2,1.7327,1,6,10
2004-10-10 02:00:00,1.4,117.2410542328043,23.8,60.2,1.7515,2,6,10
2004-10-10 03:00:00,1.1,77.59253500203502,23.5,61.3,1.7538,3,6,10
2004-10-10 04:00:00,0.6792085478232031,58.54793452380955,22.8,64.0,1.7507,4,6,10
2004-10-10 05:00:00,0.7,61.19293650793654,22.2,65.6,1.7355,5,6,10
2004-10-10 06:00:00,1.2,111.9974384920634,21.3,69.1,1.7275,6,6,10
2004-10-10 07:00:00,1.3,122.902708994709,21.3,68.2,1.7127,7,6,10
2004-10-10 08:00:00,1.1,113.67643055555547,22.2,65.2,1.7256,8,6,10
2004-10-10 09:00:00,1.0,110.2583048941798,24.1,59.0,1.7449,9,6,10
2004-10-10 10:00:00,1.2,83.09141335978839,24.3,61.6,1.8468,10,6,10
2004-10-10 11:00:00,1.9,174.46474206349203,24.8,59.6,1.8351,11,6,10
2004-10-10 12:00:00,2.3,203.50352050264533,24.5,58.8,1.7838,12,6,10
2004-10-10 13:00:00,1.6,129.3204293530543,21.0,76.8,1.8881,13,6,10
2004-10-10 14:00:00,1.3,77.02793513431018,19.8,78.0,1.7879,14,6,10
2004-10-10 15:00:00,1.8,130.42948412698408,19.4,80.5,1.7917,15,6,10
2004-10-10 16:00:00,1.7,136.09246560846566,19.6,79.1,1.7877,16,6,10
2004-10-10 17:00:00,1.8,154.60025396825395,20.8,73.1,1.7695,17,6,10
2004-10-10 18:00:00,2.0,168.65597751322747,21.1,68.6,1.7014,18,6,10
2004-10-10 19:00:00,2.2,171.19154497354504,21.1,68.3,1.6914,19,6,10
2004-10-10 20:00:00,1.6,158.57701821789328,21.2,67.7,1.6848,20,6,10
2004-10-10 21:00:00,1.3,124.86321362433853,20.8,68.6,1.6719,21,6,10
2004-10-10 22:00:00,1.5,129.60855555555554,20.8,68.1,1.6585,22,6,10
2004-10-10 23:00:00,1.5,130.11016071428566,20.7,68.4,1.6507,23,6,10
2004-10-11 00:00:00,1.3,109.45207539682538,20.1,70.5,1.6384,0,0,10
2004-10-11 01:00:00,1.4,110.9430152116402,20.2,67.9,1.5901,1,0,10
2004-10-11 02:00:00,0.5,39.340719396344376,19.4,70.4,1.5663,2,0,10
2004-10-11 03:00:00,0.4,41.98217791005289,18.8,73.8,1.5885,3,0,10
2004-10-11 04:00:00,0.4,51.18737962962966,17.9,77.7,1.5795,4,0,10
2004-10-11 05:00:00,0.6,58.7488313492064,18.2,76.9,1.5945,5,0,10
2004-10-11 06:00:00,1.1,118.81747883597876,18.6,74.9,1.5918,6,0,10
2004-10-11 07:00:00,2.9,311.10913095238107,19.6,70.3,1.5821,7,0,10
2004-10-11 08:00:00,3.5,504.662599867725,20.2,66.6,1.5567,8,0,10
2004-10-11 09:00:00,4.6,648.9591640211635,19.7,68.9,1.5638,9,0,10
2004-10-11 10:00:00,3.4,357.3659563492062,19.2,73.4,1.6192,10,0,10
2004-10-11 11:00:00,2.3,239.7786223544974,20.0,69.6,1.607,11,0,10
2004-10-11 12:00:00,2.7,240.8884074074075,21.1,64.0,1.5795,12,0,10
2004-10-11 13:00:00,3.1,362.20141335978815,20.2,67.4,1.5832,13,0,10
2004-10-11 14:00:00,3.2,356.62660978835953,20.2,68.9,1.6074,14,0,10
2004-10-11 15:00:00,2.5,244.5059283910534,21.9,57.6,1.4942,15,0,10
2004-10-11 16:00:00,3.4,393.4175839947088,23.2,52.0,1.4642,16,0,10
2004-10-11 17:00:00,4.8,670.1053240139487,21.7,59.1,1.5115,17,0,10
2004-10-11 18:00:00,4.5,596.9213458393457,20.8,61.4,1.4898,18,0,10
2004-10-11 19:00:00,4.0,505.48024470899486,19.9,64.2,1.4711,19,0,10
2004-10-11 20:00:00,3.2,307.9838293650795,19.7,65.1,1.4769,20,0,10
2004-10-11 21:00:00,1.9,190.25279779942275,20.0,63.3,1.4672,21,0,10
2004-10-11 22:00:00,1.9,172.12314766714763,19.0,66.1,1.4415,22,0,10
2004-10-11 23:00:00,1.3,123.55090740740744,18.8,60.9,1.3032,23,0,10
2004-10-12 00:00:00,1.1,81.74640806878303,18.9,60.7,1.311,0,1,10
2004-10-12 01:00:00,1.0,75.38767195767191,18.1,65.2,1.343,1,1,10
2004-10-12 02:00:00,0.5,50.01924074074078,18.3,65.1,1.3529,2,1,10
2004-10-12 03:00:00,0.6,49.220337962962994,18.3,66.9,1.3952,3,1,10
2004-10-12 04:00:00,0.5,54.09502843915343,17.8,67.5,1.3674,4,1,10
2004-10-12 05:00:00,0.8,65.7918564814815,16.9,66.7,1.2772,5,1,10
2004-10-12 06:00:00,1.2,112.64659656084655,17.8,60.6,1.2276,6,1,10
2004-10-12 07:00:00,2.7,246.96596164021162,17.6,60.8,1.2151,7,1,10
2004-10-12 08:00:00,3.0,334.70362950937937,17.9,57.8,1.1751,8,1,10
2004-10-12 09:00:00,1.9189019982782576,171.05963095238093,18.1,56.4,1.1645,9,1,10
2004-10-12 10:00:00,1.9176922840361976,176.60395917508413,18.2,55.9,1.1547,10,1,10
2004-10-12 11:00:00,1.8802195370160912,175.65809020146511,19.7,49.1,1.1148,11,1,10
2004-10-12 12:00:00,2.0256658355448733,196.04624422799418,20.8,45.8,1.1126,12,1,10
2004-10-12 13:00:00,2.0691660658496973,217.94905753968263,20.5,46.0,1.1,13,1,10
2004-10-12 14:00:00,1.765611121845349,160.38155224867734,18.9,50.6,1.0927,14,1,10
2004-10-12 15:00:00,1.8872221958387838,169.547460978836,18.4,51.6,1.0832,15,1,10
2004-10-12 16:00:00,1.8956092990133875,169.50021957671962,17.9,52.6,1.0711,16,1,10
2004-10-12 17:00:00,2.03330374062912,185.3625396825396,17.1,54.2,1.0503,17,1,10
2004-10-12 18:00:00,2.1219786394622426,211.47086970899474,16.5,56.2,1.0455,18,1,10
2004-10-12 19:00:00,2.4024228253710267,239.38245899470886,16.7,54.1,1.0212,19,1,10
2004-10-12 20:00:00,1.6070674260280222,133.48582738095246,15.4,57.7,1.0008,20,1,10
2004-10-12 21:00:00,1.064076427111171,76.26317129629628,15.5,57.1,0.9971,21,1,10
2004-10-12 22:00:00,1.0467895497395718,74.77234920634916,15.6,55.9,0.985,22,1,10
2004-10-12 23:00:00,0.869930475053268,56.17743253968257,14.8,58.4,0.9777,23,1,10
2004-10-13 00:00:00,0.6501536454968141,42.39639616402115,14.8,57.9,0.9662,0,2,10
2004-10-13 01:00:00,0.5663700724651843,37.64262752525251,14.6,57.6,0.9517,1,2,10
2004-10-13 02:00:00,0.39475184162931093,32.63321825396823,14.6,57.1,0.9428,2,2,10
2004-10-13 03:00:00,0.28419982750327577,27.59707804232803,14.4,57.6,0.9416,3,2,10
2004-10-13 04:00:00,0.31296348830235426,27.5272566137566,14.5,57.4,0.9413,4,2,10
2004-10-13 05:00:00,0.30613278012164624,29.5320357142857,14.3,58.4,0.9501,5,2,10
2004-10-13 06:00:00,0.5419288931725562,38.86461772486771,14.7,57.4,0.9564,6,2,10
2004-10-13 07:00:00,1.338934343400389,121.07007870370362,14.3,58.1,0.9404,7,2,10
2004-10-13 08:00:00,1.4008028680542588,120.84201917989412,14.0,58.3,0.9294,8,2,10
2004-10-13 09:00:00,1.5,116.55257142857144,15.4,53.2,0.9246,9,2,10
2004-10-13 10:00:00,1.2,86.61079828042328,16.5,49.9,0.9289,10,2,10
2004-10-13 11:00:00,1.5887350326900949,144.042593915344,17.4,47.6,0.9387,11,2,10
2004-10-13 12:00:00,1.8562443990375872,166.9802846459098,18.0,46.1,0.9401,12,2,10
2004-10-13 13:00:00,1.6655183204465567,153.77219047619056,17.9,46.5,0.9474,13,2,10
2004-10-13 14:00:00,1.6489293122166566,153.17170039682543,17.4,48.3,0.955,14,2,10
2004-10-13 15:00:00,1.5275691334810024,132.74956150793662,16.0,52.6,0.9489,15,2,10
2004-10-13 16:00:00,1.9197821901701237,168.70330092592596,15.3,58.7,1.0154,16,2,10
2004-10-13 17:00:00,1.9886426585715238,193.69971560846565,15.2,55.9,0.9572,17,2,10
2004-10-13 18:00:00,1.9578778736403646,182.2288862433862,14.8,56.3,0.9459,18,2,10
2004-10-13 19:00:00,1.913377567695258,180.54936838624337,14.7,57.8,0.9626,19,2,10
2004-10-13 20:00:00,1.723685005724981,145.2591805555556,14.8,57.3,0.9603,20,2,10
2004-10-13 21:00:00,1.1055816754964365,75.43838558201055,14.9,57.1,0.9581,21,2,10
2004-10-13 22:00:00,0.9637083302602053,62.24712698412695,15.2,55.5,0.9521,22,2,10
2004-10-13 23:00:00,0.9645916511441146,62.69040476190473,15.3,55.4,0.9564,23,2,10
2004-10-14 00:00:00,0.9981427294261408,72.62402447089943,15.1,56.9,0.9673,0,3,10
2004-10-14 01:00:00,0.6363785110014906,41.16089183501683,15.0,56.4,0.9554,1,3,10
2004-10-14 02:00:00,0.4401041609561864,32.23809920634918,14.9,56.4,0.9474,2,3,10
2004-10-14 03:00:00,0.3358789200593877,31.28342857142856,15.2,54.7,0.9394,3,3,10
2004-10-14 04:00:00,0.32278495189973294,30.13105555555554,15.1,55.4,0.9439,4,3,10
2004-10-14 05:00:00,0.3987989529027272,33.010317460317445,14.9,56.8,0.9541,5,3,10
2004-10-14 06:00:00,0.615427245179962,54.36271031746034,15.2,55.9,0.9589,6,3,10
2004-10-14 07:00:00,1.94369786855497,179.9237116402116,15.3,56.3,0.9684,7,3,10
2004-10-14 08:00:00,2.1419685728179356,223.1649715608466,15.6,55.4,0.9725,8,3,10
2004-10-14 09:00:00,1.9367658368959406,181.31950132275136,16.3,53.3,0.9809,9,3,10
2004-10-14 10:00:00,1.9777002753625363,187.50663443963433,20.4,42.2,0.9964,10,3,10
2004-10-14 11:00:00,1.7065715824988446,166.14781573056587,21.9,39.4,1.0234,11,3,10
2004-10-14 12:00:00,2.025841826582758,200.57841023328515,21.5,41.2,1.0399,12,3,10
2004-10-14 13:00:00,2.02564011844496,203.47118404280891,22.2,41.4,1.097,13,3,10
2004-10-14 14:00:00,2.118019853106171,211.6169980158732,21.0,46.8,1.1508,14,3,10
2004-10-14 15:00:00,2.1091473685667643,210.72383928571432,21.9,44.9,1.1635,15,3,10
2004-10-14 16:00:00,2.0635120594893266,207.99225348725346,21.5,46.7,1.1837,16,3,10
2004-10-14 17:00:00,1.9433941207658545,200.00917460317467,19.7,56.6,1.2811,17,3,10
2004-10-14 18:00:00,2.2698887330090787,209.31411772486774,18.8,60.8,1.3036,18,3,10
2004-10-14 19:00:00,2.7693995795867696,278.13818783068785,19.3,59.6,1.3195,19,3,10
2004-10-14 20:00:00,2.547184959090478,259.6330238095238,17.6,69.2,1.3803,20,3,10
2004-10-14 21:00:00,1.7974770126504518,154.15042658730167,16.4,77.1,1.4243,21,3,10
2004-10-14 22:00:00,1.1138641434576344,81.45403434065938,16.6,77.3,1.4491,22,3,10
2004-10-14 23:00:00,1.2893168574663556,81.41971291208793,15.9,78.1,1.4039,23,3,10
2004-10-15 00:00:00,1.89869935111185,140.24705820105834,15.1,82.3,1.4009,0,4,10
2004-10-15 01:00:00,1.0372010546095196,70.15384722222224,14.8,83.8,1.4005,1,4,10
2004-10-15 02:00:00,0.6689933026376321,54.913300685425696,14.4,84.6,1.3794,2,4,10
2004-10-15 03:00:00,0.5116535738600665,46.76348082010586,15.8,77.6,1.3792,3,4,10
2004-10-15 04:00:00,0.56658523454155,44.51334722222225,15.2,79.4,1.3605,4,4,10
2004-10-15 05:00:00,0.7128450908266347,58.323669973545,14.8,81.9,1.3735,5,4,10
2004-10-15 06:00:00,1.9678323017860444,170.46688955026457,14.6,82.9,1.3706,6,4,10
2004-10-15 07:00:00,2.6603160154660133,272.6263703703704,14.8,80.4,1.3428,7,4,10
2004-10-15 08:00:00,2.817886175398672,284.20064219576716,15.6,77.1,1.3527,8,4,10
2004-10-15 09:00:00,3.0229470238095217,293.7027222222221,17.3,70.9,1.3876,9,4,10
2004-10-15 10:00:00,2.5889438648353775,269.38453727753716,22.2,51.3,1.3543,10,4,10
2004-10-15 11:00:00,2.140253202775734,231.00787037037037,24.4,43.9,1.3184,11,4,10
2004-10-15 12:00:00,2.1006023703436867,218.6474080687831,22.7,47.6,1.2989,12,4,10
2004-10-15 13:00:00,2.626633302808305,265.8211402116403,20.5,61.5,1.4673,13,4,10
2004-10-15 14:00:00,2.091248742565893,227.9513121693122,23.3,40.4,1.1421,14,4,10
2004-10-15 15:00:00,2.410731239738705,291.99258002645496,23.2,39.9,1.1172,15,4,10
2004-10-15 16:00:00,2.66302586741962,321.78897089947094,21.5,44.5,1.129,16,4,10
2004-10-15 17:00:00,3.0533750610500636,319.6431085858585,20.9,48.5,1.1878,17,4,10
2004-10-15 18:00:00,2.691195326194881,291.17070767195764,19.8,53.1,1.216,18,4,10
2004-10-15 19:00:00,2.260493362443174,214.14009986772496,20.1,53.6,1.2477,19,4,10
2004-10-15 20:00:00,1.9389375824004966,194.88930357142874,19.6,56.0,1.2623,20,4,10
2004-10-15 21:00:00,1.0885748921976395,89.65818981481482,18.6,60.4,1.2817,21,4,10
2004-10-15 22:00:00,1.8551561999647515,147.0084431216932,14.5,78.3,1.288,22,4,10
2004-10-15 23:00:00,1.1900696426672837,80.91666666666671,16.3,70.5,1.2921,23,4,10
2004-10-16 00:00:00,1.834341523754022,127.12300529100527,14.1,83.8,1.346,0,5,10
2004-10-16 01:00:00,1.448075816894752,96.50161507936501,14.5,81.3,1.3399,1,5,10
2004-10-16 02:00:00,0.7327690922893189,56.07275108225109,14.7,80.7,1.3414,2,5,10
2004-10-16 03:00:00,0.8412233588338507,61.22659235209239,14.5,82.1,1.3493,3,5,10
2004-10-16 04:00:00,0.764260377160803,60.007680555555524,15.0,78.4,1.3333,4,5,10
2004-10-16 05:00:00,1.0366437041005978,74.2865099206349,14.5,80.5,1.3221,5,5,10
2004-10-16 06:00:00,1.7732671235899162,138.80640674603183,14.6,79.0,1.3082,6,5,10
2004-10-16 07:00:00,1.8321737347735825,150.99000264550273,15.0,74.8,1.2672,7,5,10
2004-10-16 08:00:00,1.8701554916825471,195.93008862433868,15.9,70.4,1.2658,8,5,10
2004-10-16 09:00:00,1.9536430645493639,177.55072883597882,17.4,62.3,1.2282,9,5,10
2004-10-16 10:00:00,2.0433189707533166,195.11685137085124,21.3,42.9,1.0727,10,5,10
2004-10-16 11:00:00,1.838525048331417,176.02309813797302,22.0,38.9,1.0154,11,5,10
2004-10-16 12:00:00,1.624059362081187,153.79551455026458,20.3,41.3,0.9745,12,5,10
2004-10-16 13:00:00,1.859659324933663,175.9745187728938,20.2,45.6,1.0663,13,5,10
2004-10-16 14:00:00,0.9738969897007541,84.14717658730154,20.8,37.4,0.9107,14,5,10
2004-10-16 15:00:00,1.4026593543385428,125.02601785714285,21.6,35.9,0.9164,15,5,10
2004-10-16 16:00:00,1.9645934982744389,185.4384572649572,22.0,35.7,0.9329,16,5,10
2004-10-16 17:00:00,1.9759834050175993,183.44773702686192,19.9,42.0,0.9665,17,5,10
2004-10-16 18:00:00,2.2834997789954987,237.3484497354497,19.2,46.3,1.0158,18,5,10
2004-10-16 19:00:00,1.9361665621746424,175.86598082010576,17.9,56.9,1.1545,19,5,10
2004-10-16 20:00:00,1.90340702153449,161.08917129629629,14.7,75.5,1.2554,20,5,10
2004-10-16 21:00:00,1.7964058936433904,140.81928703703713,15.1,78.9,1.3409,21,5,10
2004-10-16 22:00:00,0.8876540999440783,68.94203571428572,17.2,66.7,1.2987,22,5,10
2004-10-16 23:00:00,1.0201168805252256,69.60170436507936,15.4,73.2,1.2755,23,5,10
2004-10-17 00:00:00,0.6359580648946325,49.34960515873021,16.5,68.5,1.2753,0,6,10
2004-10-17 01:00:00,0.5857257488282661,52.27176587301592,16.4,70.3,1.3031,1,6,10
